Serial,Garden Name,Reg No,Region,District,Subdivision,Company Status,Grant Area (Ha),Tea Area (Ha),Association,Estate Address,Estate Phone,Estate Email,Owner Entity,Directory Owner Address,Directory Owner Phone,Directory Owner Email,CEO Name,CEO Phone,CEO Email,HQ City,Scraped HQ Name,Scraped HQ Address,Scraped HQ PIN Code,Scraped HQ Phone,Scraped HQ Website,Latitude,Longitude,Place ID,Google Maps URL,HQ Match Status
29,"PUTHARJHORA TEA ESTATE","2611","Dooars","JALPAIGURI","MATELLI","Public Ltd Co",566.8,369.44,"TAI","P.O. MARAPUR ,DIST. JALPAIGURI., (W.B.)","934079907","tpiptg@gmail.com","PUTHARJHORA TEA GARDEN","PVT. LDT., 30,JL ROAD,KOLKATA-700016","03322299147","teapromoters@vsnl.net","MR. K.C.AGARWAL","03322299147","teapromoters@vsnl.net","Kolkata","Putharjhora organic tea garden,factory","Putharjhora organic tea garden,factory, TEA GARDEN FACTORY LINE, Patharjhora Tea Garden, West Bengal 735231","735231","","",26.9494567,88.6505813,"ChIJc9HAKsEP5DkRIV3mIJfE1PA","https://www.google.com/maps/place/?q=place_id:ChIJc9HAKsEP5DkRIV3mIJfE1PA","matched"
30,"RAJA TEA ESTATE","2293","Dooars","JALPAIGURI","MATELLI","Public Ltd Co",600.08,417.67,"ITA","POST MALBAZAR, DIST JALPAIGURI,, WEST BENGAL","03562255023","teraitea@gmail.com","ABHIJIT TEA CO.(P) LTD.","AGARWAL HOUSE, 2ND MILE,, SEVOKE ROAD, SILIGURI","03532543857","","MR.V.D.DUA","03532543857","teraitea@gmail.com","Siliguri","Deesha Trade Endeavours P. Ltd.","Deesha Trade Endeavours P. Ltd., 195, Sukanta Sarani, opp. Bsnl Residential Complex, New Milanpally, Saktigarh, Siliguri, West Bengal 734005","734005","","http://deeshaindiatea.in/",26.7007551,88.41436569999999,"ChIJxUoagNtB5DkR2I-asm2VMdw","https://www.google.com/maps/place/?q=place_id:ChIJxUoagNtB5DkR2I-asm2VMdw","matched"
31,"RANICHERRA TEA ESTATE","2588","Dooars","JALPAIGURI","MATELLI","Public Ltd Co",1226.79,715.32,"ITA","PO SAILIHAT, JALPAIGURI, WEST, BENGAL","03562242264","ranicherra_tea@rediffmail.com","RANICHERRA TEA CO.LTD","PO MATELLI, JALPAIGURI,735223, E-, Mail :ranicherra_tea@rediffmail.com","9800075337","ranicherra_tea@rediffmail.com","PRADEEP KUMAR GOEL","9800075337","ranicherra_tea@rediffmail.com","Jalpaiguri","RANICHERRA TEA COMPANY LIMITED","RANICHERRA TEA COMPANY LIMITED, MATELLI BAZAR MATELLI , JALPAIGURI WEST BENGAL PIN, Jalpaiguri, West Bengal 735223","735223","084367 16419","",26.9360917,88.80949059999999,"ChIJ_____7T34zkR6OsGU3sa4aA","https://maps.google.com/maps/preview/place/RANICHERRA+TEA+COMPANY+LIMITED,+MATELLI+BAZAR+MATELLI+,+JALPAIGURI+WEST+BENGAL+PIN,+Jalpaiguri,+West+Bengal+735223/@26.9360917,88.8094906,3557a,13.1y/data=!4m2!3m1!1s0x39e3f7b4ffffffff:0xa0e11a7b5306ebe8","matched"
32,"RUNGAMUTTEE TEA ESTATE","A4","Dooars","JALPAIGURI","MATELLI","Public Ltd Co",1427.77,771.74,"ITA","PO-MAL,DIST-JALPAIGURI,WB, E-, Mail :rungamuttee.estate@amalgamated., in","03562200008","","AMALGAMATED PLANTATIONS","PRIVATE LIMITED, 5/2 RUSSELL STREET,KOL-700071 Tel, E-, Mail :rungamuttee.estate@amalgama, ted.in","03322267638","","MR DEEPAK ATAL(MD)","","","Kolkata","Amalgamated Plantations Pvt. Ltd.","G8RX+3C2 Amalgamated Plantations Pvt. Ltd., 1, Bishop Lefroy Rd, Near Rabindra Sadan METRO Gate, Sreepally, Bhowanipore, Kolkata, West Bengal 700020","700020","033 6605 3750","https://amalgamatedplantations.co.in/",22.540184,88.348784,"ChIJJWKLuuV3AjoR9M2u3qyv0T0","https://maps.google.com/maps/preview/place/G8RX%2B3C2+Amalgamated+Plantations+Pvt.+Ltd.,+1,+Bishop+Lefroy+Rd,+Near+Rabindra+Sadan+METRO+Gate,+Sreepally,+Bhowanipore,+Kolkata,+West+Bengal+700020/@22.540184,88.348784,3685a,13.1y/data=!4m2!3m1!1s0x3a0277e5ba8b6225:0x3dd1afacdeaecdf4","matched"
33,"SONALI TEA ESTATE","2434","Dooars","JALPAIGURI","MATELLI","Proprietorship",426.92,217.58,"None","SONALI T.E.,P.O., BAGRACOTE,JALPAIGURI","8972564243","pradhanshiv@gmail.com","SHRI RAJHESH JHUNJHUNWALA","SONALI T.E.,P.O. BGRACOTE","8927767461","rsagroup@gmail.com","SHRI RAJHESH JHUNJHONWALA","8927767461","rsagroup@gmail.com","Other / Unspecified","","","","","",,,"","","not_found"
34,"SOONGACHI","A-6","Dooars","JALPAIGURI","MATELLI","Public Ltd Co",1052,639.42,"TAI","P.O - MALBAZAR, DIST -JALPAIGURI,, WEST BENGAL.","9434050033","soongachi@gmail.com","G.D. AGARWAL","ANJU ENCLAVE, TEA AUCTION, ROAD, SILIGURI-3","03532510831","shivksaria@gmail.com","S.K. SARIA","03532510831","shivksaria@gmail.com","Siliguri","Siliguri","Siliguri, West Bengal","","","",26.7271012,88.39528609999999,"ChIJzR1E9RRB5DkR_-1jIHDEtd4","https://maps.google.com/maps/preview/place/Siliguri,+West+Bengal/@26.7271012,88.3952861,3564a,13.1y/data=!4m2!3m1!1s0x39e44114f5441dcd:0xdeb5c4702063edff","partial"
35,"TOONBARRIE TEA ESTATE","2120","Dooars","JALPAIGURI","MATELLI","Public Ltd Co",259.42,154.35,"TRA","TOONBARRIE TEA ESTATE, POST, MAL DIST- JALPAIGURI","09464583479","malnady.te@gmail.co","TOONBARI TEA ESTATE PVT.","LTD.,, NO.8, KHAIRU PLACE, KOLKATA-, 700 072","03532432548","","TOONBARI TEA ESTATE PVT.","03532432548","","Kolkata","MarionBari Tea Estate","R72H+VCR MarionBari Tea Estate, Marionbari Tea Garden, West Bengal 734009","734009","","",26.8022262,88.2785083,"ChIJhaqXvSY25DkRokbxVT_w7bA","https://www.google.com/maps/place/?q=place_id:ChIJhaqXvSY25DkRokbxVT_w7bA","matched"
36,"WASHABARIETEA ESTATE","2404","Dooars","JALPAIGURI","MATELLI","Public Ltd Co",698.18,438.25,"ITA","BAGRAKOTE, JALPAIGURI","9734155750","subhasish.dey24@gmail.com","A.PALCHOUDHURI,NAYANTARA","PALCHOUDHURI, FARADAY HOUSE,P-17,GANESH, CHANDRA AVENUE, KOLKATA -13","03322345760","washabarie@gmail.com","A.PALCHOUDHURI,NAYANTARA","03322345760","washabarie@gmail.com","Kolkata","Kolkata","Kolkata, West Bengal","","","https://www.kmcgov.in/",22.5743545,88.3628734,"ChIJZ_YISduC-DkRvCxsj-Yw40M","https://maps.google.com/maps/preview/place/Kolkata,+West+Bengal/@22.5743545,88.3628734,3684a,13.1y/data=!4m2!3m1!1s0x39f882db4908f667:0x43e330e68f6c2cbc","partial"
37,"ZURRANTEE TEA","2621","Dooars","JALPAIGURI","MATELLI","Proprietorship",742.46,510.18,"ITA","INDONG MATIALLI,DIST-, JALPAIGURI,W.B.","03562-200004","","SHASHANK PRASAD","2,HARE STREET NICCO HOUSE,, KOL-1","033-22489226","tea@ddptl.com","MR.SHASHANK PRASAD","9831018022","tea@ddptl.com","Kolkata","Kolkata","Kolkata, West Bengal","","","https://www.kmcgov.in/",22.5743545,88.3628734,"ChIJZ_YISduC-DkRvCxsj-Yw40M","https://maps.google.com/maps/preview/place/Kolkata,+West+Bengal/@22.5743545,88.3628734,3684a,13.1y/data=!4m2!3m1!1s0x39f882db4908f667:0x43e330e68f6c2cbc","partial"
38,"AMARPUR TEA ESTATE","2810/2811","Dooars","JALPAIGURI","JALPAIGURI","Public Ltd Co",80.5,70.33,"ITPA","P.O-BERUBARI, DIST-JALPAIGURI,, W.B","03561-202155","amarpur89@gmail.com","AMARPUR TEA PLANTATIONS LTD ALOK CHAMARIA","1/1A VANSITTART ROW, KOL-1  1/1A VANSI","033-22485837","phaskowa@gmail.com","TTART ROW, KOL-1","","askowa@gmail.com","Kolkata","Halmira Estate Tea Private Limited","Halmira Estate Tea Private Limited, 23, Pankaj Mullick Sarani, near st.lawrence school, Garcha, Ballygunge, Kolkata, West Bengal 700019","700019","033 3502 5701","https://www.halmiratea.com/",22.5288479,88.355651,"ChIJM71Ogi93AjoRcc12reVUb24","https://www.google.com/maps/place/?q=place_id:ChIJM71Ogi93AjoRcc12reVUb24","matched"
39,"DAM DIM","A2","Dooars","JALPAIGURI","JALPAIGURI","Public Ltd Co",1361.51,738.02,"ITA","P.O DAMDIM,DIST.JALPAIGURI","03562221305","","AMALGAMATED PLANTATIONS","PRIVATE LIMITED, 5/2,RUSSELL ST. KOLKATA-700071 Tel :, E-, Mail :ashok.bordoloi.amalgamated.in","03322267638","","MR.A.BORDOLOI","","","Kolkata","Amalgamated Plantations Pvt. Ltd.","G8RX+3C2 Amalgamated Plantations Pvt. Ltd., 1, Bishop Lefroy Rd, Near Rabindra Sadan METRO Gate, Sreepally, Bhowanipore, Kolkata, West Bengal 700020","700020","033 6605 3750","https://amalgamatedplantations.co.in/",22.540184,88.348784,"ChIJJWKLuuV3AjoR9M2u3qyv0T0","https://maps.google.com/maps/preview/place/G8RX%2B3C2+Amalgamated+Plantations+Pvt.+Ltd.,+1,+Bishop+Lefroy+Rd,+Near+Rabindra+Sadan+METRO+Gate,+Sreepally,+Bhowanipore,+Kolkata,+West+Bengal+700020/@22.540184,88.348784,3685a,13.1y/data=!4m2!3m1!1s0x3a0277e5ba8b6225:0x3dd1afacdeaecdf4","matched"
40,"DANGUAJHAR TEA GARDEN","B-31","Dooars","JALPAIGURI","JALPAIGURI","Public Ltd Co",963.9,660.57,"ITA","P.O-DANGUAJHAR, DIST-JALPAIGURI,, W.B","03561-256529","deng@gooricke.com","GOODRICKE GROUP LIMITED","14, GURUSADAY ROAD, KOL-19","033-22873067","goodricke@vsnl.com","A. N. SINGH","033-22873067","goodricke@vsnl.com","Kolkata","Goodricke Group Limited","Goodricke Group Limited, 14, Gurusaday Dutta Rd, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019","700019","033 2287 3067","https://www.goodricketea.com/",22.5353048,88.36169489999999,"ChIJ7V-kwCB3AjoRm_bV8GLZkww","https://maps.google.com/maps/preview/place/Goodricke+Group+Limited,+14,+Gurusaday+Dutta+Rd,+Beck+Bagan,+Ballygunge,+Kolkata,+West+Bengal+700019/@22.5353048,88.3616949,3685a,13.1y/data=!4m2!3m1!1s0x3a027720c0a45fed:0xc93d962f0d5f69b","matched"
41,"JOYPUR","16","Dooars","JALPAIGURI","JALPAIGURI","Public Ltd Co",365.08,343.69,"ITPA","P.O-PRASANNANAGAR, DIST-, JALPAIGURI, W.B","03561-204489","","SUNNY VALLEY TEA &","INDUSTRIES LTD, P.O+DIST-JALPAIGURI, W.B","03561-230204","","RAJENDRA KR. MAHESWARI","03561-230204","","Jalpaiguri","KARLAVALLEY TEA FACTORY Bada line photo ka location bhejiye","GMXG+MV3 KARLAVALLEY TEA FACTORY Bada line photo ka location bhejiye, Patkata Colony, Jalpaiguri, West Bengal 735133","735133","","",26.5491371,88.6771768,"ChIJn1-H_6t75DkRzxQ-6YLa2x0","https://maps.google.com/maps/preview/place/GMXG%2BMV3+KARLAVALLEY+TEA+FACTORY+Bada+line+photo+ka+location+bhejiye,+Patkata+Colony,+Jalpaiguri,+West+Bengal+735133/@26.5491371,88.6771768,3569a,13.1y/data=!4m2!3m1!1s0x39e47babff875f9f:0x1ddbda82e93e14cf","matched"
42,"KARALA VALLEY TEA ESTATE","145","Dooars","JALPAIGURI","JALPAIGURI","Public Ltd Co",331.84,224.3,"ITPA","P.O-MOHITNAGAR, DIST-JALPAIGURI,, W.B","03561-255363","tea@ddptl.com","DARJEELING DOOARS","PLANTATIONS (TEA) LTD., NICCO HOUSE, 4TH FLOOR, 2,, HARE STREET, KOL-1","033-22487908","tea@ddptl.com","SHASHANK PRASAD","033-22487908","tea@ddptl.com","Kolkata","Darjeeling Dooars Plantations Tea Limited","4th Floor, Darjeeling Dooars Plantations Tea Limited, Nicco House, 2, Hare St, Above Canara Bank, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2248 7908","",22.5713318,88.3458527,"ChIJhee-ACZ3AjoRR4JZfTemkLU","https://maps.google.com/maps/preview/place/4th+Floor,+Darjeeling+Dooars+Plantations+Tea+Limited,+Nicco+House,+2,+Hare+St,+Above+Canara+Bank,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5713318,88.3458527,3684a,13.1y/data=!4m2!3m1!1s0x3a02772600bee785:0xb590a6377d598247","matched"
43,"KONPAKRI AGRO INDUSTRIES (P)","3744","Dooars","JALPAIGURI","JALPAIGURI","Public Ltd Co",41.263,35.62,"ITPA","LTD*, P.O-BERUBARI, DIST-JALPAIGURI,, W.B","03561-255397","puro24@gmail.com","KONPAKRI AGRO INDUS. (P) LTD PUROJIT BAKSHI GUPTA","ASSAM MORE, P.O-MOHITNAGAR, ASSAM MORE, JALPAIGURI                   JALPAIGUR","03561-255397","puro24@gmail.com",", P.O-MOHITNAGAR,","","uro24@gmail.co","Jalpaiguri","Bhatrisakti Agro Pvt. Ltd.","GMJ8+3RQ Bhatrisakti Agro Pvt. Ltd., Patkata Colony, Mohitnagar, Golghumti, Jalpaiguri, West Bengal 735102","735102","","",26.5302012,88.6671001,"ChIJl3W0Q8R75DkRnnkgB0Q69e4","https://maps.google.com/maps/preview/place/GMJ8%2B3RQ+Bhatrisakti+Agro+Pvt.+Ltd.,+Patkata+Colony,+Mohitnagar,+Golghumti,+Jalpaiguri,+West+Bengal+735102/@26.5302012,88.6671001,3570a,13.1y/data=!4m2!3m1!1s0x39e47bc443b47597:0xeef53a440720799e","matched"
44,"NANDAN TEA ESTATE","3818","Dooars","JALPAIGURI","JALPAIGURI","Public Ltd Co",25.12,25.12,"ITPA","P.O-MANUAGANJ, DIST-JALPAIGURI,, W.B","9932627668","","CHUNIAJHORA TEA CO LTD","K. C. DEY ROAD, SILIGURI-734401","0353-645796","","ANAND KUMAR AGARWAL","9933020942","","Siliguri","Chuniajhora Tea Co Ltd","Chuniajhora Tea Co Ltd, 62, Hill Cart Rd, Ward 10, Hakim Para, Siliguri, West Bengal 734001","734001","","",26.716220099999997,88.4224708,"ChIJ_7UUwWpB5DkRMkXEDHDg8q8","https://maps.google.com/maps/preview/place/Chuniajhora+Tea+Co+Ltd,+62,+Hill+Cart+Rd,+Ward+10,+Hakim+Para,+Siliguri,+West+Bengal+734001/@26.7162201,88.4224708,3564a,13.1y/data=!4m2!3m1!1s0x39e4416ac114b5ff:0xaff2e0700cc44532","matched"
45,"NEPATI VALLEY TEA ESTATE","3785","Dooars","JALPAIGURI","JALPAIGURI","Public Ltd Co",27.85,26.95,"ITPA","P.O-RANGDHAMALI, DIST-, JALPAIGURI, W.B","0353-2530946","das.samir133@gmail.com","NEPATI VALLEY TEA ESTATE (P) LTD","P.O-RANGDHAMALI, DIST-, JALPAIGURI, W.B","0353-2530946","das.samir133@gmail.com","BADAL CHANDRA DAS","0353-2530946","das.samir133@gmail.com","Siliguri","Happy Valley Tea Estate","Happy Valley Tea Estate, Lebong Cart Rd, near Darjeeling, Chauk Bazaar, Darjeeling, West Bengal 734101","734101","","https://happyvalleyorganictea.com/",27.0513425,88.25865259999999,"ChIJ5_fbgLsu5DkRFfQNjzjGogQ","https://www.google.com/maps/place/?q=place_id:ChIJ5_fbgLsu5DkRFfQNjzjGogQ","matched"
46,"PARBATI T.E AND GOURANGA","3826","Dooars","JALPAIGURI","JALPAIGURI","Public Ltd Co",27.68,27.68,"ITPA","CHANDRA T.E*, P.O-KARJIPARA, DIST-JALPAIGURI,, W.B","9832092716","","GOURANGA PARBATI TEA CO PVT DILIP DAS AND PRADIP DAS","LTD                         TILAK ROAD,, TILAK ROAD, HAKIMPARA,      SILIGURI, SILIGURI                    Tel :9832092","9832092","","HAKIMPARA,","","","Siliguri","PRADIP TEA COMPANY","STALL NO. T - 435, PRADIP TEA COMPANY, TULAPATTY ROAD, Bidhan Market Rd, near SECTOR BUILDING, Ward 11, Hakim Para, Siliguri, West Bengal 734001","734001","","",26.7171125,88.4254299,"ChIJl6OYmWxB5DkRBx7Zzxf1puc","https://www.google.com/maps/place/?q=place_id:ChIJl6OYmWxB5DkRBx7Zzxf1puc","matched"
47,"RAIPUR TEA ESTATE","129","Dooars","JALPAIGURI","JALPAIGURI","Public Ltd Co",340.21,239.83,"TAI","P.O-RANGDHAMALI, DIST-, JALPAIGURI, W.B","9434064999","amritapurteaslg@gmail.com","SUBRATA SAHA","AMRITPUR TEA CO. LTD., P.O+DIST-JALPAIGURI, W.B","9434064999","amritapurteaslg@gmail.com","SUBRATA SAHA","9434064999","amritapurteaslg@gmail.com","Jalpaiguri","Subrata Saha","VRF3+C69 Subrata Saha, NH 717, Mangalbari, West Bengal 735206","735206","","",26.873536899999998,88.8030971,"ChIJlcwXl1714zkR1dLy5zkXdNo","https://www.google.com/maps/place/?q=place_id:ChIJlcwXl1714zkR1dLy5zkXdNo","matched"
48,"SARASWATIPUR T.E","31","Dooars","JALPAIGURI","JALPAIGURI","Public Sector",379.31,326.4,"TRA","P.O: SARASWATIPUR BAGAN DIST;, JALPAIGURI PIN 735133","03561230172,230442","","SARASWATIPUR TEA &","INDUSTRIES LTD, CENTRE POINT 28/2, SHAKESPEARE SARANI 4TH, FLOOR FLAT NO.401 KOLKATA, 700017","03322814014,22408982","","SARASWATIPUR TEA &","03322814014,22408982","","Kolkata","Saraswatipur Tea Resort","QH42+28 Saraswatipur Tea Resort, Unnamed Road, Saraswatipur Tea Estate, Junglee Mohal, West Bengal 734008","734008","081005 77114","http://www.saraswatipurtearesort.com/",26.7540366,88.55098819999999,"ChIJwxqeNsVr5DkR679x2wgFbdM","https://maps.google.com/maps/preview/place/QH42%2B28+Saraswatipur+Tea+Resort,+Unnamed+Road,+Saraswatipur+Tea+Estate,+Junglee+Mohal,+West+Bengal+734008/@26.7540366,88.5509882,3563a,13.1y/data=!4m2!3m1!1s0x39e46bc5369e1ac3:0xd36d0508db71bfeb","matched"
49,"AMBARI TEA ESTATE","P-1","Dooars","JALPAIGURI","NAGRAKATA","Public Ltd Co",707.37,587.1,"TRA","AMBARI T.E.,P.O. AMBARI, BAGAN,JALPAIGURI","8967554771","","DIANA TEA CO. LTD.","3B,LALBAZAR ST,KOLKATA-1","03340661593","","SHRI MANOJ AGARWAL","9830682087","","Kolkata","Diana Tea Company Limited","4th Floor, Diana Tea Company Limited, SIR RNM House, 3/B, Lal Bazar St, Lal Bazar, Kolkata, West Bengal 700001","700001","033 2248 8672","http://dianatea.in/",22.571953,88.35202,"ChIJrz92paV3AjoRgq3T0Eb5lA8","https://maps.google.com/maps/preview/place/4th+Floor,+Diana+Tea+Company+Limited,+SIR+RNM+House,+3%2FB,+Lal+Bazar+St,+Lal+Bazar,+Kolkata,+West+Bengal+700001/@22.571953,88.35202,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a5a5763faf:0xf94f946d0d3ad82","matched"
50,"BANARHAT","2767","Dooars","JALPAIGURI","NAGRAKATA","Public Sector",796.94,634.21,"ITA","PO- BANARHAT,DIST-JALPAIGURI, WB","03563252002","yule.banarhat@gmail.com","ANDREW YULE & COMPANY LIMITED","YULE, HOUSE, 8, DR. RP SARANI,, KOLKATA 700001","03322428210","","S MUNSHI","03322428210","","Kolkata","ANDREW YULE & CO.LTD.","ANDREW YULE & CO.LTD., Yule House, 8, Dr Rajendra Prasad Sarani, China Bazar, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2242 7722","http://www.andrewyule.com/",22.5786953,88.35042519999999,"ChIJH_yxC7t3AjoRPdMcq3c5JHY","https://www.google.com/maps/place/?q=place_id:ChIJH_yxC7t3AjoRPdMcq3c5JHY","partial"
51,"BHOGATPORE TEA ESTATE","2662","Dooars","JALPAIGURI","NAGRAKATA","Public Ltd Co",976.59,643.06,"ITA","PO NAGRAKATA -735225","03565272034","rudrajalpaiguri@rediffmail.co","BHOGOTPUR TEA CO.LTD","NILHAT HOUSE,7TH, FLOOR,11,R.N.MUKHERJEE, ROAD,KOLKATA","03322427351","bhagatpurtea@hotmail.com","ANIL KUMAR NAHATA","9831990002","bhagatpurtea@hotmail.com","Kolkata","Bhagatpur Tea Co Ltd","Bhagatpur Tea Co Ltd, 11, RN Mukherjee Rd, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","091633 02244","http://www.bhagatpurtea.com/",22.5708624,88.3513948,"ChIJA6Pf2aV3AjoR3cG0P-rmJAk","https://maps.google.com/maps/preview/place/Bhagatpur+Tea+Co+Ltd,+11,+RN+Mukherjee+Rd,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5708624,88.3513948,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a5d9dfa303:0x924e6ea3fb4c1dd","matched"
52,"BINAGURI TEA ESTATE","2598","Dooars","JALPAIGURI","NAGRAKATA","Proprietorship",725.09,602.56,"ITA","P.O: BINNAGURI, DIST.JALPAIGURI, WEST BENGAL.","03563-259311","binaguri@gmail.com","BINAGURI TEA CO. PVT.LTD.","238A,AJC BOSE ROAD, KOLKATA-700020","033-22483110","binaguri.te@gmail.com","SHRI R.K.SINGH","033-22483110","binaguri.te@gmail.com","Kolkata","Binaguri Tea Co Pvt Ltd","Binaguri Tea Co Pvt Ltd, 238 A, AJC Bose Rd, Sreepally, Ballygunge, Kolkata, West Bengal 700020","700020","","",22.5413157,88.3485997,"ChIJna9XCxZ3AjoROm_ZtdJZNSA","https://maps.google.com/maps/preview/place/Binaguri+Tea+Co+Pvt+Ltd,+238+A,+AJC+Bose+Rd,+Sreepally,+Ballygunge,+Kolkata,+West+Bengal+700020/@22.5413157,88.3485997,3685a,13.1y/data=!4m2!3m1!1s0x3a0277160b57af9d:0x203559d2b5d96f3a","matched"
53,"CARRON TEA ESTATE","2520","Dooars","JALPAIGURI","NAGRAKATA","Proprietorship",581.55,303.86,"ITA","CARRON T.G P.O: CARRON DIST:, JALPAIGURI","9831195470","","BASU TEA PRIVATE LTD","E-3/2 GILLANDER HOUSE 8,N.S, ROAD KOLKATA-700001","03322133460,9831195470","","MR. P.K BASU","03322133460","","Kolkata","BASU TEA STALL","BASU TEA STALL, Sapuipara, Ghosh Para, Howrah, West Bengal 711227","711227","","",22.6401549,88.3214751,"ChIJuXxRncuC-DkRR_l_CuHPm-w","https://www.google.com/maps/place/?q=place_id:ChIJuXxRncuC-DkRR_l_CuHPm-w","matched"
54,"CHAMURCHI TEA ESTATE","19","Dooars","JALPAIGURI","NAGRAKATA","Public Ltd Co",889.2,493.22,"TRA","P.O. CHAMURCHI DIST. JALPAIGURI, WEST BENGAL","09674731050","chamurchi.2010@gmail.com","RAJENDRA PRASAD TIWARI","216, MG ROAD KOLKATA- 700007","03322526728-29","rajendra.1957@yahoo.com","RAJENDRA PRASAD TIWARI","03322526728-29","rajendra.1957@yahoo.com","Kolkata","Cardiology opd R G Kar MCH","Cardiology opd R G Kar MCH, 01, Khudiram Bose Sarani, Bidhan Sarani, Belgachia, Kolkata, West Bengal 700004","700004","033 2555 7675","http://www.rgkarmch.org/",22.603514099999998,88.37749889999999,"ChIJy0zZypV3AjoRZOo__aflVeM","https://www.google.com/maps/place/?q=place_id:ChIJy0zZypV3AjoRZOo__aflVeM","partial"
55,"CHENGMARI","2613","Dooars","JALPAIGURI","NAGRAKATA","Public Ltd Co",1851.37,1290.87,"TAI","PO-CARRON, DIST -JALPAIGURI, WB","9734925599","dsparmar13@gmail.com","CHENGMARI TEA CO. LTD.","CHENGMARI TEA CO. LTD. .37,, SHAKESPEARE SARANI, KOLKATA, -700017","033 22809603","chen_935503@bsnl.in","RAMESH KR. MORE","033 22809603","chen_935503@bsnl.in","Kolkata","Chengmari Tea Company Limited","Chengmari Tea Company Limited, 37, Kala Mandir,, Shakespeare Sarani, Mullick Bazar, Park Street area, Kolkata, West Bengal 700017","700017","033 2287 9834","https://chengmari.com/",22.544779,88.358255,"ChIJZc2jth53AjoRKqrIlKYbE98","https://maps.google.com/maps/preview/place/Chengmari+Tea+Company+Limited,+37,+Kala+Mandir,,+Shakespeare+Sarani,+Mullick+Bazar,+Park+Street+area,+Kolkata,+West+Bengal+700017/@22.544779,88.358255,3685a,13.1y/data=!4m2!3m1!1s0x3a02771eb6a3cd65:0xdf131ba694c8aa2a","matched"
56,"CHOONABHUTTI TEA ESTATE","M-7","Dooars","JALPAIGURI","NAGRAKATA","Public Sector",539.95,401.8,"TRA","P.O-CHAMURCHI, DIST-JALPAIGURI,, W.B","03563-258384","yule.choonabhutti@gmail.com","ANDREW YULE & COMPANY LIMITED","8, R.P. SARANI, KOL-1","033-22428210","cetea@andrewyule.com","SUNIL MUNSHI","033-22428210","cetea@andrewyule.com","Kolkata","ANDREW YULE & CO.LTD.","ANDREW YULE & CO.LTD., Yule House, 8, Dr Rajendra Prasad Sarani, China Bazar, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2242 7722","http://www.andrewyule.com/",22.5786953,88.35042519999999,"ChIJH_yxC7t3AjoRPdMcq3c5JHY","https://www.google.com/maps/place/?q=place_id:ChIJH_yxC7t3AjoRPdMcq3c5JHY","partial"
57,"DEBPARA TEA ESTATE","12","Dooars","JALPAIGURI","NAGRAKATA","Public Ltd Co",851.81,546.24,"TRA","DEBPARA T.E.,P.O. BANARHAT,DIST-, JALPAIGURI","9434010469","debparatea@gmail.com","DEBPARA TEA CO. LTD.","UKILPARA,JALPAIGURI","03561230060","","MR. S.MITTAL","9434145186","debparatea@gmail.com","Jalpaiguri","Debpara Tea Co. Ltd.","Debpara Tea Co. Ltd., 10, Sevoke Rd, Ward 10, Hakim Para, Siliguri, West Bengal 734001","734001","","",26.716723599999998,88.4234954,"ChIJo6I_KGtB5DkRWMPg1K-vOCA","https://maps.google.com/maps/preview/place/Debpara+Tea+Co.+Ltd.,+10,+Sevoke+Rd,+Ward+10,+Hakim+Para,+Siliguri,+West+Bengal+734001/@26.7167236,88.4234954,3564a,13.1y/data=!4m2!3m1!1s0x39e4416b283fa2a3:0x2038afafd4e0c358","matched"
58,"DHARANIPUR","2515","Dooars","JALPAIGURI","NAGRAKATA","Proprietorship",441.59,264.52,"ITA","PO-CARRON,DIST-JALPAIGURI,WB","9547701884","","ROSHANLAL AGARWAL","O M PALACE , ASHRAMPARA, WB","0353-2640235","redbank@yahoo.com","N K BASU","0350 -2640235","redbank@yahoo.com","Siliguri","Roshan Lal & Company","Roshan Lal & Company, Nehru Rd, Ward 8, Khalpara, Siliguri, West Bengal 734001","734001","","",26.7084859,88.4238371,"ChIJF0AIFaRB5DkRISUL5FvEEic","https://www.google.com/maps/place/?q=place_id:ChIJF0AIFaRB5DkRISUL5FvEEic","partial"
