sl,name,type,region,district,company,decision_maker,hq_city,hq_address,phone,email,scale,reg_no
336,ESSEL FUNDS MANAGEMENT PVT LTD ESSEL FUNDS MANAGEMENT PVT LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,ESSEL FUNDS MANAGEMENT PVT LTD ESSEL FUNDS MANAGEMENT PVT LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"DHUMCHIBARI,SWASTIKA,SHREE KRISHNA DIAMOND, SHREE"
337,EVERGREEN DOOARS TEA PVT LTD EVERGREEN DOOARS TEA PVT LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,EVERGREEN DOOARS TEA PVT LTD EVERGREEN DOOARS TEA PVT LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"BAGANBAHAR, BAGANBAHAR DIAMOND, BAGANBAHAR GOLD, B"
338,GOPE TEA PLANTATION PVT LTD GOPE TEA ESTATE,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,GOPE TEA PLANTATION PVT LTD GOPE TEA ESTATE,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"GOPE, GOPE SUPREME GOODRICKE GROUP LIMITED"
339,HIGHLAND EXIM PVT LTDHIGHLAND EXIM FACTORY & STG,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,HIGHLAND EXIM PVT LTDHIGHLAND EXIM FACTORY & STG,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"AMONI, BIRA YELLOW, KESTOPUR HIMALAYAN TEA & AGRO "
340,JAGSHAKTI TEA & AGRO PVT LTD JAGSHAKTI FACTORY & STG,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,JAGSHAKTI TEA & AGRO PVT LTD JAGSHAKTI FACTORY & STG,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"DHARLA PREMIUM, MOKRARI GOLD, DHARLA, MOKRARI, JAI"
341,JAI SHANKAR TEA CO. PVT. LTD JAI SHANKAR TEA CO. PVT. LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,JAI SHANKAR TEA CO. PVT. LTD JAI SHANKAR TEA CO. PVT. LTD,-,Jalpaiguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"SONIBARI, KAILASH GOLD, AVIRAM GOLD, KAILASH TEA J"
342,COMPANY PRIVATE LIMITED JATINDRA MOHAN TEA COMPANY PVT LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,COMPANY PRIVATE LIMITED JATINDRA MOHAN TEA COMPANY PVT LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"JATINDRA MOHAN GOLD, JATINDRA MOHAN TEA JAYSHREE T"
343,PVT LTD KAILASHGIRI CONSULTANT PVT LTD FACTORY & STG,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,PVT LTD KAILASHGIRI CONSULTANT PVT LTD FACTORY & STG,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"KAILASHGIRI, KAILASHGIRI GOLD, KAILASHGIRI DIAMOND"
344,PVT. LTD. KALINAGAR TEA & AGRO CO. PVT. LTD.,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,PVT. LTD. KALINAGAR TEA & AGRO CO. PVT. LTD.,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"SONAAJULI, VEERPRIDE, KALIAPANI, KANAK KARJEEPARA "
345,"SONAAJULI, VEERPRIDE, KALIAPANI, KANAK KARJEEPARA TEA FACTORYKARJEEPARA TEA FACTORY",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"SONAAJULI, VEERPRIDE, KALIAPANI, KANAK KARJEEPARA TEA FACTORYKARJEEPARA TEA FACTORY",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"PADMABARI, PADMABARI GOLD, KARJEEPARA, SANKALP KAT"
346,LIMITED KATYANI BEVERAGES AND AGRO PRODUCTS FACTORY,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,LIMITED KATYANI BEVERAGES AND AGRO PRODUCTS FACTORY,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"BAIKANTHAPUR ROYAL, BAIKANTHAPUR,BAIKANTHAPUR SPEC"
347,KAYAN AGRO INDUSTRIES & CO. PVT. LTD. KAYAN TEA FACTORY & STG,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,KAYAN AGRO INDUSTRIES & CO. PVT. LTD. KAYAN TEA FACTORY & STG,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"SRIROYAL, MADHOBARI, HEEMALIPUR, NIPONBARI, KHARIB"
348,KUKURJAN TEA PROCESSING PVT LTD KUKURJAN TEA FACTORY,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,KUKURJAN TEA PROCESSING PVT LTD KUKURJAN TEA FACTORY,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"NIRANJANA, NIRANJANA ROYAL, KAMATHBARI DAMROO ROYA"
349,TEA & INDUSTRIES LTD.) KUMARIKA TEA PROJECT(UNIT OF JAYSHREE TEA & INDUSTRIES LTD.),Bought Leaf Factory (BLF),Dooars,Jalpaiguri,TEA & INDUSTRIES LTD.) KUMARIKA TEA PROJECT(UNIT OF JAYSHREE TEA & INDUSTRIES LTD.),-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"KUMARIKA SPECIAL, KUMARIKA SPECIAL-1, KUMARIKA ROY"
350,"KUMARIKA GOLD, KUMARIKA CLONAL, KUMARIKA CLONAL -1 , LUXMI TEA CO. PVT. LTDFULBARI TEA ESTATE",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"KUMARIKA GOLD, KUMARIKA CLONAL, KUMARIKA CLONAL -1 , LUXMI TEA CO. PVT. LTDFULBARI TEA ESTATE",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,FULBARI HIGH GROWN M/S HIMALAYAN TEA & AGRO PVT. L
351,PLANTATION PVT. LTD M/S NEW LEAF TEA PLANTATION PVT. LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,PLANTATION PVT. LTD M/S NEW LEAF TEA PLANTATION PVT. LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"KABINI, NOYYAL, KABINI VALUE, NOYYAL VALUE, KABINI"
352,MALHATI TEA & INDUSTRIES LIMITED. JOGES CHANDRA TEA ESTATE,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,MALHATI TEA & INDUSTRIES LIMITED. JOGES CHANDRA TEA ESTATE,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"JOGES CHANDRA, JOGES CHANDRA GOLD MANJUSHREE TEA C"
353,"JOGES CHANDRA, JOGES CHANDRA GOLD MANJUSHREE TEA COMPANYMANJUSHREE TEA COMPANY",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"JOGES CHANDRA, JOGES CHANDRA GOLD MANJUSHREE TEA COMPANYMANJUSHREE TEA COMPANY",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"MALAPARA SUPREME, MALAPARA GOLD, MALAPARA DIAMOND "
354,"MALAPARA SUPREME, MALAPARA GOLD, MALAPARA DIAMOND MANSARAVOR TEA PVT LTDMANSARAVOR TEA PVT LTD",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"MALAPARA SUPREME, MALAPARA GOLD, MALAPARA DIAMOND MANSARAVOR TEA PVT LTDMANSARAVOR TEA PVT LTD",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"GUYABARI, GUYABARI GOLD, BANDHU NAGAR MARS TEA I N"
355,"GUYABARI, GUYABARI GOLD, BANDHU NAGAR MARS TEA I NDIA PVT LTDMARS TEA I NDIA PVT LTD",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"GUYABARI, GUYABARI GOLD, BANDHU NAGAR MARS TEA I NDIA PVT LTDMARS TEA I NDIA PVT LTD",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"JEEVANMOTI,JEEVANMOTI VALUE,TAPTI,TAPTI VALUE,SARA"
356,"VALUE,TAPTI,TAPTI VALUE,SARAMATI, SARAMATI MINU TEA INDUSTRIES MINU TEA FACTORY & STG",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"VALUE,TAPTI,TAPTI VALUE,SARAMATI, SARAMATI MINU TEA INDUSTRIES MINU TEA FACTORY & STG",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"MINU GOLD, MINU TEA"
357,PROCESSING PVT. LTD NAVBHARAT TEA PROCESSING PVT. LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,PROCESSING PVT. LTD NAVBHARAT TEA PROCESSING PVT. LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"AAMBAGH, LICHUGURI NEELKANTH TEA COMPANY LTD."
358,NITYANANDA AGRO COMPANY LTD. NITYANANDA AGRO CO. LTD.,Bought Leaf Factory (BLF),Terai,Uttar Dinajpur,NITYANANDA AGRO COMPANY LTD. NITYANANDA AGRO CO. LTD.,-,Siliguri,"Uttar Dinajpur, West Bengal",-,-,BLF Processing,"ASMI, ASMI GOLD NORTH DINAJPUR TEA AGRO PVT. LTD. "
359,PVT. LTD. - NORTH DINAJPUR TEA AGRO BLF & STG,Bought Leaf Factory (BLF),Terai,Uttar Dinajpur,PVT. LTD. - NORTH DINAJPUR TEA AGRO BLF & STG,-,Siliguri,"Uttar Dinajpur, West Bengal",-,-,BLF Processing,"North Dinajpur, Double Elephant, Shera, Suryamukhi"
360,NOUVELLE TEA PVT. LTD.NOUVELLE TEA PVT. LTD.,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,NOUVELLE TEA PVT. LTD.NOUVELLE TEA PVT. LTD.,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"KUMARPARA ROYAL, KUMARPARA, KUMARPARA GOLD, KUMARP"
361,NPS COLD STORAGE PVT. LTD. NPS COLD STORAGE PVT. LTD.,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,NPS COLD STORAGE PVT. LTD. NPS COLD STORAGE PVT. LTD.,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"MOODHUBARI SPECIAL, MOODHUBARI, ASSHABARI P.B. GHO"
362,FACTORY P.B. GHOSH & SONS TEA FACTORY & STG,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,FACTORY P.B. GHOSH & SONS TEA FACTORY & STG,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"RANIRHAT, KALIRHAT, DHAULAGIRI, PAHARPUR, SAGARDIG"
363,PHULJHORA AGRO PLANTATION PVT. LTD INDIRA TEA FACTORY,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,PHULJHORA AGRO PLANTATION PVT. LTD INDIRA TEA FACTORY,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"GAJOLDOBA NATURAL, INDIRA PREMIUM, INDIRA GOLD, PI"
364,PIONEER TEA AND EXPORTS LTD. PIONEER TEA & EXPORTS LTD.,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,PIONEER TEA AND EXPORTS LTD. PIONEER TEA & EXPORTS LTD.,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"PIONEER,AMRIT ROYAL, ANUBHUTI, SAFRON VALLEY, PPS "
365,PROCESSING PVT. LTD SANYASIHAT TEA PROCESSING PVT. LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,PROCESSING PVT. LTD SANYASIHAT TEA PROCESSING PVT. LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"SANYASIHAT, SANYASIHAT VALUE, AMBATULLI, AMBATULLI"
366,SARODAMONI TEA CO. PVT LTD SARODAMONI TEA CO. PVT LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,SARODAMONI TEA CO. PVT LTD SARODAMONI TEA CO. PVT LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"SARODAMONI, SARODAMONI VALUE, MANJIRA, MANJIRA VAL"
367,"MANJIRA ROYAL, SARODAMONI PREMIUM, MANJIRA PREMIUM SENCHAL AGRO PVT. LTDSENCHAL TEA FACTORY & STG",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"MANJIRA ROYAL, SARODAMONI PREMIUM, MANJIRA PREMIUM SENCHAL AGRO PVT. LTDSENCHAL TEA FACTORY & STG",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"SENCHAL GOLD ,SENCHAL, SUNNY VALLEY, SINGHA, SVARN"
368,AND MFG PVT LTD SHAKTI TEA PROCESSORS & MFG PVT LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,AND MFG PVT LTD SHAKTI TEA PROCESSORS & MFG PVT LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"SHAKTI SUPREME, SHAKTI DIAMOND, SHIV ROYAL, SHIV S"
369,SHREE GANAPATI TEA P. LTDSHREE GANAPATI TEA P. LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,SHREE GANAPATI TEA P. LTDSHREE GANAPATI TEA P. LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"SHREE GANAPATI, VARUN GOLD, SIDDHI VINAYAK, JAI HA"
370,INDUSTRIES PRIVATE LIMITED SHRI BANSI BEHARIJI TEA INDUSTRIES PRIVATE LIMITED,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,INDUSTRIES PRIVATE LIMITED SHRI BANSI BEHARIJI TEA INDUSTRIES PRIVATE LIMITED,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"DWARIKA GOLD, RADHABARI GOLD, DWARIKA ROYAL, BANSU"
371,"GOLD, DWARIKA ROYAL, BANSURI ROYAL SONDEEP TEA PVT. LTD.SONDEEP TEA FACTORY & STG",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"GOLD, DWARIKA ROYAL, BANSURI ROYAL SONDEEP TEA PVT. LTD.SONDEEP TEA FACTORY & STG",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"SWAPNA GOLD, SHREYA GOLD, SONDEEP SRIKRISHNAPUR TE"
372,SRIKRISHNAPUR TEA CO.PVT LTD SRIKRISHNAPUR FACTORY & STG,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,SRIKRISHNAPUR TEA CO.PVT LTD SRIKRISHNAPUR FACTORY & STG,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"SRIKRISHNA, SRIKRISHNASUPREME SUMAN MANUFACTURING"
373,WORKS LTD. SUMAN MANUFACTURING WORKS LTD.,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,WORKS LTD. SUMAN MANUFACTURING WORKS LTD.,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"GAGANBARI PREMIUM, MUDIPARA, MUDIPARA VALUE, GAGAN"
374,SWARNALAXMI MERCANTILE P. LTD SWARNALAXMI MERCANTILE P. LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,SWARNALAXMI MERCANTILE P. LTD SWARNALAXMI MERCANTILE P. LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"JOTIYAKALI, JOTIYAKALI GOLD TEESTA TEA CO.PVT.LTD."
375,"JOTIYAKALI, JOTIYAKALI GOLD TEESTA TEA CO.PVT.LTD.TEESTA TEA CO.PVT.LTD.",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"JOTIYAKALI, JOTIYAKALI GOLD TEESTA TEA CO.PVT.LTD.TEESTA TEA CO.PVT.LTD.",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"PANBARI ROYAL, PANBARI GOLD, PANBARI, KALAMATI GOL"
376,UNIQUE TEA BORN PRIVATE LIMITED UNIQUE TEA BORN PRIVATE LIMITED,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,UNIQUE TEA BORN PRIVATE LIMITED UNIQUE TEA BORN PRIVATE LIMITED,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"TEA BORN, DEB NAGAR UTTORAYON TEA INDUSTRIES PVT. "
377,PVT. LTD UTTORAYON BOUGHT LEAF FACTORY & STG,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,PVT. LTD UTTORAYON BOUGHT LEAF FACTORY & STG,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"MOHINIPUR, HARSINGPUR, MAHAVIR, UTI BLACK VITCO TE"
378,"MOHINIPUR, HARSINGPUR, MAHAVIR, UTI BLACK VITCO TEA & ALLIED P. LTD.VITCO TEA FACTORY & STG",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"MOHINIPUR, HARSINGPUR, MAHAVIR, UTI BLACK VITCO TEA & ALLIED P. LTD.VITCO TEA FACTORY & STG",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"BAGHPOOKRIE, VITCO GOLD, BAGHPOOKRIE PREMIUM, SEVA"
379,PLANTATIONS PVT LTD VRINDABAN TEA & PLANTATIONS PVT LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,PLANTATIONS PVT LTD VRINDABAN TEA & PLANTATIONS PVT LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"KAIRA SUPREME, SONA PREMIUM, PARVATI GOLD KASTURI "
380,"KAIRA SUPREME, SONA PREMIUM, PARVATI GOLD KASTURI TEA PLANTATIONKASTURI TEA PLANTATION",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"KAIRA SUPREME, SONA PREMIUM, PARVATI GOLD KASTURI TEA PLANTATIONKASTURI TEA PLANTATION",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"AAMTOLA, TIPKAI P. D. BAJORIA & SONS TEA COMPANY P"
381,COMPANY PVT. LTD. P. D. BAJORIA & SONS TEA COMPANY PVT. LTD.,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,COMPANY PVT. LTD. P. D. BAJORIA & SONS TEA COMPANY PVT. LTD.,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,MANVI RUCHI AGRO PRODUCTS PVT.LTD.
382,RUCHI AGRO PRODUCTS PVT.LTD. RUCHI AGRO PRODUCTS PVT.LTD.,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,RUCHI AGRO PRODUCTS PVT.LTD. RUCHI AGRO PRODUCTS PVT.LTD.,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"SAAWARIYA, BANSIBARI Tea Tops India Tea Factory(Sa"
383,Factory(Sanjivini Tea Company Pvt. Ltd) Tea Tops India Tea Factory,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,Factory(Sanjivini Tea Company Pvt. Ltd) Tea Tops India Tea Factory,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"Praakritik, Sathkhamar MURLIDHAR TEA INDUSTRIESMUR"
384,"Praakritik, Sathkhamar MURLIDHAR TEA INDUSTRIESMURLIDHAR TEA INDUSTRIES",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"Praakritik, Sathkhamar MURLIDHAR TEA INDUSTRIESMURLIDHAR TEA INDUSTRIES",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"KUMODPARA, URJAA, URJAA GOLD, URJAA ROYAL KUNJ BIH"
385,KUNJ BIHARI GOLD LEAF INDUSTRIES PRIVATE LIMITED KUNJ BIHARI TEA FACTORY,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,KUNJ BIHARI GOLD LEAF INDUSTRIES PRIVATE LIMITED KUNJ BIHARI TEA FACTORY,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"AASHVI GOLD, CHIKUPARA, PRAANVI GOLD, AASHVI GOLD "
386,PRIVATE LIMITED WISHGREEN INDUSTRIES PRIVATE LIMITED,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,PRIVATE LIMITED WISHGREEN INDUSTRIES PRIVATE LIMITED,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"TULSIBARI GOLD, TULSIBARI ROYAL, TULSIBARI SUPREME"
387,Dollancha Tea Industries(P) Ltd Dollancha Tea Industries(P) Ltd,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,Dollancha Tea Industries(P) Ltd Dollancha Tea Industries(P) Ltd,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"DOLLANCHA, DOLLANCHA GOLD, GUNABARI SUGANDH TEA PV"
388,"DOLLANCHA, DOLLANCHA GOLD, GUNABARI SUGANDH TEA PVT. LTDSUGANDH TEA PVT. LTD",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"DOLLANCHA, DOLLANCHA GOLD, GUNABARI SUGANDH TEA PVT. LTDSUGANDH TEA PVT. LTD",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"CHECHAPARA GOLD, CHECHAPARA, AURA, AURA PREMIUM, A"
389,BARABARI TEA AND ALLIED PVT LTD BARABARI TEA AND ALLIED PVT LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,BARABARI TEA AND ALLIED PVT LTD BARABARI TEA AND ALLIED PVT LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"SURESHWARA, SURESHWARA SUPREME, SURESHWARA GARDEN "
390,"SURESHWARA, SURESHWARA SUPREME, SURESHWARA GARDEN EVERGREEN TEA GROUPKUNTA AGRO PVT. LTD",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"SURESHWARA, SURESHWARA SUPREME, SURESHWARA GARDEN EVERGREEN TEA GROUPKUNTA AGRO PVT. LTD",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"VAATSALYA DIAMOND, VAATSALYA GOLD, VAATSALYA, KARU"
391,ROYBARI TEA COMPANY PVT. LTD. ROYBARI TEA COMPANY PVT. LTD.,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,ROYBARI TEA COMPANY PVT. LTD. ROYBARI TEA COMPANY PVT. LTD.,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"HAPPY ROYAL, ROYBARI GOLD, ROYBARI Lakhipur Tea & "
392,"HAPPY ROYAL, ROYBARI GOLD, ROYBARI Lakhipur Tea & Agro Pvt. Ltd.Lakhipur Tea & Agro Pvt. Ltd.",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"HAPPY ROYAL, ROYBARI GOLD, ROYBARI Lakhipur Tea & Agro Pvt. Ltd.Lakhipur Tea & Agro Pvt. Ltd.",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"Lakhipur Premium, Lakhipur Estate, Lakhipur, Lakhi"
393,SATABDI TEA PROCESSING (P) LTD SATABDI TEA PROCESSING (P) LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,SATABDI TEA PROCESSING (P) LTD SATABDI TEA PROCESSING (P) LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"SATABDI GOLD, SATABDI ROYAL, TALMA TEA, SATABDI TE"
394,MANUFACTURER PVT. LTD. PARSURAM TEA MANUFACTURER PVT. LTD.,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,MANUFACTURER PVT. LTD. PARSURAM TEA MANUFACTURER PVT. LTD.,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"Parsuram Diamond , Parsuram Premium, Parasmani Eve"
395,Evergreen Tea Group RAHAMAN AGRO PLANTATION (P) LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,Evergreen Tea Group RAHAMAN AGRO PLANTATION (P) LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"HEER NANDINI DIAMOND, HEER NANDINI GOLD, HEERNANDI"
396,"WARREN TEA LIMITEDTARA TEA ESTATEASSAMTARA WELCOME TEA COMPANY WELCOME TEA COMPANY-SHGASSAMKAIZEN, WELLCOME, KAILYN",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"WARREN TEA LIMITEDTARA TEA ESTATEASSAMTARA WELCOME TEA COMPANY WELCOME TEA COMPANY-SHGASSAMKAIZEN, WELLCOME, KAILYN",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,MANUFACTURING PVT. LTD TIOK TEA ESTATE & STGASSAM 
