Target Company,Target HQ City,Associated Gardens,Match Status,Found Place Name,Formatted Address,City,PIN Code,Phone,Website,Latitude,Longitude,Rating,Reviews,Category,Place ID,Google Maps URL,Scraped At
"COOCH BEHAR TEA CO LTD","Kolkata","COOCH BEHAR T.E","matched","Coochbehar Tea Company Limited","Coochbehar Tea Company Limited, 4, Fairlie Pl Rd, Fairley Place, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001",,,22.575395099999998,88.34781629999999,,,,"ChIJsyO5U6N3AjoRpFWt8xoOq2c","https://maps.google.com/maps/preview/place/Coochbehar+Tea+Company+Limited,+4,+Fairlie+Pl+Rd,+Fairley+Place,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5753951,88.3478163,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a353b923b3:0x67ab0e1af3ad55a4","2026-09-14T11:38:09.679Z"
"MOHURGONG &GULMA TEA","Kolkata","MOHURGONG & GULMA TEA ESTATE 126/1712","matched","Mohurgong & Gulma Tea Estates","Mohurgong & Gulma Tea Estates, P17, Ganesh Chandra Ave, Chandni Chawk, Bowbazar, Kolkata, West Bengal 700013","Kolkata","700013","093300 31861","http://gulmatea.com/",22.567185199999997,88.35680819999999,3,,"Tea Manufacturer","ChIJn343c6l3AjoROgJ34B35rpw","https://maps.google.com/maps/preview/place/Mohurgong+%26+Gulma+Tea+Estates,+P17,+Ganesh+Chandra+Ave,+Chandni+Chawk,+Bowbazar,+Kolkata,+West+Bengal+700013/@22.5671852,88.3568082,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a973377e9f:0x9caef91de077023a","2026-09-14T11:38:13.208Z"
"ROOPCHERA TEA CO. PVT. LTD.","Kolkata","NEW CHUMTA TEA ESTATE","matched","Dhruba Tea Centre","Dhruba Tea Centre, 2, Lal Bazar St, Lal Bazar, Kolkata, West Bengal 700001","Kolkata","700001","033 4005 3157","http://www.dhrubatea.com/",22.5723618,88.3521245,4.7,,"Tea store","ChIJmeA-f0B3AjoR2AqxedUisxc","https://www.google.com/maps/place/?q=place_id:ChIJmeA-f0B3AjoR2AqxedUisxc","2026-09-14T11:38:16.132Z"
"MR GOVIND GARG","Kolkata","NISCHINTAPUR TEA ESTATE","partial","Govind kr","G8FQ+R46 Govind kr, Alipore, Kolkata, West Bengal 700027","Kolkata","700027",,,22.5246542,88.3379643,5,1,"Corporate office","ChIJTaK_AwB3AjoR58eCyjKPRPg","https://www.google.com/maps/place/?q=place_id:ChIJTaK_AwB3AjoR58eCyjKPRPg","2026-09-14T11:38:19.416Z"
"PUTINBARI TEA ASSOCIATION LTD","Kolkata","PUTINBARI TEA ESTATE","matched","Putinbari Tea Garden","Q8FH+XPQ Putinbari Tea Garden, SH12, Khaprail, West Bengal 734009","Kolkata","734009","095637 92361",,26.774956,88.3293566,3.9,360,"Garden","ChIJZ9e6s-RH5DkRD51MqdNurA0","https://www.google.com/maps/place/?q=place_id:ChIJZ9e6s-RH5DkRD51MqdNurA0","2026-09-14T11:38:22.441Z"
"SIMULBARIE TEA CO. (P) LTD.","Kolkata","SIMULBARIE","matched","Silonibari Tea Co Ltd","Silonibari Tea Co Ltd, 5B, Alipore Park Rd, Alipore, Kolkata, West Bengal 700027","Kolkata","700027",,,22.520691799999998,88.3299028,5,,"Manufacturer","ChIJ34rAD-t3AjoRuANdj58MG8k","https://www.google.com/maps/place/?q=place_id:ChIJ34rAD-t3AjoRuANdj58MG8k","2026-09-14T11:38:25.499Z"
"SUKNA TEA & INDUSTRIES LTD","Kolkata","SUKNA","matched","Sukna Tea & Industries Limited","Sukna Tea & Industries Limited, 2-5, Sarat Bose Rd, Sreepally, Ballygunge, Kolkata, West Bengal 700020","Kolkata","700020",,,22.5394775,88.3552248,5,1,"Tea store","ChIJma-iiCJ3AjoRO4FTEJANsa0","https://maps.google.com/maps/preview/place/Sukna+Tea+%26+Industries+Limited,+2-5,+Sarat+Bose+Rd,+Sreepally,+Ballygunge,+Kolkata,+West+Bengal+700020/@22.5394775,88.3552248,3685a,13.1y/data=!4m2!3m1!1s0x3a02772288a2af99:0xadb10d901053813b","2026-09-14T11:38:28.776Z"
"RYDAK SYNDICATE LIMITED","Kolkata","BARADIGHI T.E; KARTICK; RYDAK TEA ESTATE","matched","Rydak Syndicate Limited","Rydak Syndicate Limited, 4, Dr Rajendra Prasad Sarani, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2230 4351","http://rydaksyndicate.com/",22.5769815,88.3499389,2,,"Tea Manufacturer","ChIJy5KecEZ3AjoRJeoo3dqh87o","https://maps.google.com/maps/preview/place/Rydak+Syndicate+Limited,+4,+Dr+Rajendra+Prasad+Sarani,+Murgighata,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5769815,88.3499389,3684a,13.1y/data=!4m2!3m1!1s0x3a027746709e92cb:0xbaf3a1dadd28ea25","2026-09-14T11:38:32.338Z"
"JADABPUR TEA CO LTD","Kolkata","JADABPUR TEA GARDEN","matched","Jadabpur Tea Company Limited","Jadabpur Tea Company Limited, 3A, Hare St, Lal Bazar, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001",,,22.5712433,88.346308,4,2,"Tea store","ChIJ5cLDt6N3AjoR6IUPCo7z9bU","https://maps.google.com/maps/preview/place/Jadabpur+Tea+Company+Limited,+3A,+Hare+St,+Lal+Bazar,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5712433,88.346308,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a3b7c3c2e5:0xb5f5f38e0a0f85e8","2026-09-14T11:38:35.010Z"
"TRISAKTI TEA CO (P) LTD","Kolkata","TRISAKTI TEA ESTATE","matched","Victoria Tea Company","1, Ground Floor, Victoria Tea Company, Martin Burn House, Head Quarter, RN Mukherjee Rd, opposite Lal Bazar, Lal Bazar, Kolkata, West Bengal 700001","Kolkata","700001","033 2210 7383","http://www.nectartea.in/",22.572442499999998,88.3516444,4.8,110,"Tea Wholesaler","ChIJA6Pf2aV3AjoR3J6chG-IcWM","https://www.google.com/maps/place/?q=place_id:ChIJA6Pf2aV3AjoR3J6chG-IcWM","2026-09-14T11:38:38.423Z"
"DILIP KR. GHOSH","Kolkata","JAGAT BANDHU TEA ESTATE","matched","Dr Dilip Kr Ghosh","Dr Dilip Kr Ghosh, Salt Lake, BF 247, BF Block, Sector 1, Bidhannagar, Kolkata, West Bengal 700064","Kolkata","700064","033 2337 4736",,22.595295699999998,88.4202315,4.2,5,"Obstetrician-gynecologist","ChIJSyWxu-x1AjoRu45WgmG_PuY","https://maps.google.com/maps/preview/place/Dr+Dilip+Kr+Ghosh,+Salt+Lake,+BF+247,+BF+Block,+Sector+1,+Bidhannagar,+Kolkata,+West+Bengal+700064/@22.5952957,88.4202315,3684a,13.1y/data=!4m2!3m1!1s0x3a0275ecbbb1254b:0xe63ebf6182568ebb","2026-09-14T11:38:42.038Z"
"HARISHPUR TEA CO. PVT. LTD.","Kolkata","SHYAMAL BAG TEA ESTATE","matched","Harishpur Tea Company Private Limited, Kolkatta Branch Office","Flat no. 2A( 2nd floor, Harishpur Tea Company Private Limited, Kolkatta Branch Office, 18/1, Gariahat Rd, Ballygunge Gardens, Gariahat, Kolkata, West Bengal 700019","Kolkata","700019","033 2460 2870",,22.518463399999998,88.3659764,,,"Tea Wholesaler","ChIJO-Kw1NV2AjoR187jXhycRXw","https://maps.google.com/maps/preview/place/Flat+no.+2A(+2nd+floor,+Harishpur+Tea+Company+Private+Limited,+Kolkatta+Branch+Office,+18%2F1,+Gariahat+Rd,+Ballygunge+Gardens,+Gariahat,+Kolkata,+West+Bengal+700019/@22.5184634,88.3659764,3686a,13.1y/data=!4m2!3m1!1s0x3a0276d5d4b0e23b:0x7c459c1c5ee3ced7","2026-09-14T11:38:45.926Z"
"CHANDAN TEA INDUSTRIES PVT.","Kolkata","CHANDAN TEA ESTATE","matched","Chandan Tea Industries Pvt Ltd","Chandan Tea Industries Pvt Ltd, 4, Chittaranjan Ave, Esplanade, Chandni Chawk, Bowbazar, Kolkata, West Bengal 700072","Kolkata","700072",,,22.5666942,88.3540443,,,,"ChIJUa2UYah3AjoR30HEoS28Hdg","https://maps.google.com/maps/preview/place/Chandan+Tea+Industries+Pvt+Ltd,+4,+Chittaranjan+Ave,+Esplanade,+Chandni+Chawk,+Bowbazar,+Kolkata,+West+Bengal+700072/@22.5666942,88.3540443,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a86194ad51:0xd81dbc2da1c441df","2026-09-14T11:38:49.789Z"
"473.66","Kolkata","GOALGACH TEA ESTATE","partial","Kolkata","Kolkata, West Bengal","Kolkata","",,"https://www.kmcgov.in/",22.5743545,88.3628734,,,,"ChIJZ_YISduC-DkRvCxsj-Yw40M","https://maps.google.com/maps/preview/place/Kolkata,+West+Bengal/@22.5743545,88.3628734,3684a,13.1y/data=!4m2!3m1!1s0x39f882db4908f667:0x43e330e68f6c2cbc","2026-09-14T11:38:52.813Z"
"RNT PLANTATIONS LIMITED","Kolkata","DALGAON TEA ESTATE","matched","Amalgamated Plantations Pvt. Ltd.","G8RX+3C2 Amalgamated Plantations Pvt. Ltd., 1, Bishop Lefroy Rd, Near Rabindra Sadan METRO Gate, Sreepally, Bhowanipore, Kolkata, West Bengal 700020","Kolkata","700020","033 6605 3750","https://amalgamatedplantations.co.in/",22.540184,88.348784,4.6,,"Tea Manufacturer","ChIJJWKLuuV3AjoR9M2u3qyv0T0","https://www.google.com/maps/place/?q=place_id:ChIJJWKLuuV3AjoR9M2u3qyv0T0","2026-09-14T11:38:55.618Z"
"SANTIPARA TEA CO. LTD.","Kolkata","DEMDIMA","matched","Sannyasithan Tea Estate","M7XV+VC7 Sannyasithan Tea Estate, Sannyasi Thaner Chhat, West Bengal 734014","Kolkata","734014",,,26.6996596,88.2935519,4,,"Tea Manufacturer","ChIJVVVVldFI5DkRss87tW_WfkY","https://www.google.com/maps/place/?q=place_id:ChIJVVVVldFI5DkRss87tW_WfkY","2026-09-14T11:38:59.446Z"
"ANOOP TEA CO (PVT) LTD","Kolkata","MAKRAPARA TEA ESTATE","matched","Anup tea shop","Anup tea shop, James Long Sarani, 18 Bigha, Muradpur, Sarada Pally, Kolkata, West Bengal 700034","Kolkata","700034",,,22.4916914,88.3184624,3.9,13,"Tea house","ChIJLfroWdd7AjoR0bdRKRkOkvo","https://maps.google.com/maps/preview/place/Anup+tea+shop,+James+Long+Sarani,+18+Bigha,+Muradpur,+Sarada+Pally,+Kolkata,+West+Bengal+700034/@22.4916914,88.3184624,3686a,13.1y/data=!4m2!3m1!1s0x3a027bd759e8fa2d:0xfa920e192951b7d1","2026-09-14T11:39:02.103Z"
"ANJUMAN TEA CO LTD","Kolkata","MUJNAI TEA ESTATE","matched","Anjuman Tea Co Ltd","Anjuman Tea Co Ltd, 8, Khairu Pl, Bow Barracks, Kolkata, West Bengal 700012","Kolkata","700012",,,22.5689688,88.3557111,,,,"ChIJVVU5Jql3AjoRHbbhmYvA4Q8","https://maps.google.com/maps/preview/place/Anjuman+Tea+Co+Ltd,+8,+Khairu+Pl,+Bow+Barracks,+Kolkata,+West+Bengal+700012/@22.5689688,88.3557111,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a926395555:0xfe1c08b99e1b61d","2026-09-14T11:39:04.592Z"
"DEVI BAGARIA","Kolkata","SATALI TEA ESTATE","partial","Bagaria Trading Limited","4th Floor, Bagaria Trading Limited, 16, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2210 7789","https://nehaknots.com/",22.5773564,88.3490595,5,1,"Clothing Accessories Store","ChIJe6yzIVN2AjoR81qGDvK97SI","https://www.google.com/maps/place/?q=place_id:ChIJe6yzIVN2AjoR81qGDvK97SI","2026-09-14T11:39:07.298Z"
"SINGHANIA TEA COMPANY","Kolkata","SINGHANIA TEA ESTATE","matched","Singhania Tea Estate","P5H6+567 Singhania Tea Estate, Hoasinbad Tea Garden, West Bengal 735228","Kolkata","735228",,,26.727916099999998,89.1605567,3.8,41,"Tea Manufacturer","ChIJh5aI-5u_4zkRwAxwacS6fJM","https://www.google.com/maps/place/?q=place_id:ChIJh5aI-5u_4zkRwAxwacS6fJM","2026-09-14T11:39:09.775Z"
"SUBHOJIT GHOSH","Kolkata","SUBHASINI TEA ESTATE","partial","Subhajit ghosh","Subhajit ghosh, 228, Acharya Prafulla Chandra Rd, Shyambazar, Shyam Bazar, Fariapukur, Shyam Bazar, Kolkata, West Bengal 700004","Kolkata","700004",,,22.5989607,88.37456159999999,5,1,"Taoist temple","ChIJhTwmbqR3AjoRxafgMsmuHlo","https://www.google.com/maps/place/?q=place_id:ChIJhTwmbqR3AjoRxafgMsmuHlo","2026-09-14T11:39:13.169Z"
"SS GUPTA","Kolkata","TOORSA","partial","Dr. S Gupta","Dr. S Gupta, Shoo8, Maidan, Howrah, West Bengal 711101","Kolkata","711101","084208 90735",,22.5931316,88.33735759999999,5,,"Medical clinic","ChIJGUNPH-x3AjoReJ4mhsaCVGI","https://www.google.com/maps/place/?q=place_id:ChIJGUNPH-x3AjoReJ4mhsaCVGI","2026-09-14T11:39:15.888Z"
"H.C. JAIN","Kolkata","DALMORE TEA ESTATE","partial","Jain & Co","2nd floor, Jain & Co, P21/22, Radha Bazar St, near India Exchange Place, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2242 9190","http://jainandco.net/",22.575558299999997,88.3508277,5,2,"Chartered accountant","ChIJ76zdcqV3AjoRWqJKj9iEgfY","https://www.google.com/maps/place/?q=place_id:ChIJ76zdcqV3AjoRWqJKj9iEgfY","2026-09-14T11:39:18.901Z"
"HIMALAYAN TEA & AGRO PVT LTD NARENDRA BERLIA","Kolkata","KADAMBINI TEA ESTATE","matched","HIMALAYAN TEA & AGRO PVT. LTD.","HIMALAYAN TEA & AGRO PVT. LTD., Budharugaon, West Bengal 734425","Kolkata","734425",,,26.4768325,88.2381844,4,,"Tea Manufacturer","ChIJxeCz5CJU5DkRi4ZFClVx1L8","https://www.google.com/maps/place/?q=place_id:ChIJxeCz5CJU5DkRi4ZFClVx1L8","2026-09-14T11:39:22.167Z"
"ETEHLBARI TEA COMPANY 1932","Kolkata","SARUGAON TEAESTATE","matched","Ethel Bari Tea Co (1932) Ltd","Ethel Bari Tea Co (1932) Ltd, 24, R N Mukherjee Road, Lal Bazar, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 3110",,22.570074299999998,88.3510063,3.5,2,"Tea house","ChIJ9Sux1qV3AjoRZ7qLdeGfToA","https://maps.google.com/maps/preview/place/Ethel+Bari+Tea+Co+(1932)+Ltd,+24,+R+N+Mukherjee+Road,+Lal+Bazar,+Kolkata,+West+Bengal+700001/@22.5700743,88.3510063,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a5d6b12bf5:0x804e9fe1758bba67","2026-09-14T11:39:25.369Z"
"A.K. CHAMARIA","Kolkata","TASATI TEA ESTATE","partial","Chamaria House","Chamaria House, 123, Bangur Ave, Block B, Block D, Lake Town, Kolkata, West Bengal 700055","Kolkata","700055",,,22.6067055,88.41348819999999,4.7,3,"Apartment building","ChIJQfeaaK91AjoRMjFBsnAZDqc","https://www.google.com/maps/place/?q=place_id:ChIJQfeaaK91AjoRMjFBsnAZDqc","2026-09-14T11:39:29.142Z"
"PHASKOWA TEA PLANTATIONS","Kolkata","PHASKOWA TEA ESTATE","matched","Phaskowa Tea Resort","Phaskowa Tea Resort, Phaskowa Tea Garden, Hatipota, Alipurduar, P.S - Samuktala, Block, Kumargram, West Bengal 736201","Alipurduar","736201","078120 56406",,26.6894435,89.6709872,4.8,45,"Resort hotel","ChIJmVMoo21D4jkRpORTEbpFC0k","https://maps.google.com/maps/preview/place/Phaskowa+Tea+Resort,+Phaskowa+Tea+Garden,+Hatipota,+Alipurduar,+P.S+-+Samuktala,+Block,+Kumargram,+West+Bengal+736201/@26.6894435,89.6709872,3565a,13.1y/data=!4m2!3m1!1s0x39e2436da3285399:0x490b45ba1153e4a4","2026-09-14T11:39:32.926Z"
"RADHARANI TEA & ESTATES PVT. RADHARANI TEA & ESTATES PVT.","Kolkata","RADHARANI TEA ESTATE","matched","Radharani Tea & Estates Pvt Ltd","Radharani Tea & Estates Pvt Ltd, 16, Bentinck St, Radha Bazar, Barabazar Market, Kolkata, West Bengal 700001","Kolkata","700001",,,22.573219899999998,88.3534165,,,,"ChIJfQNVfq93AjoRkBapmd22rCE","https://maps.google.com/maps/preview/place/Radharani+Tea+%26+Estates+Pvt+Ltd,+16,+Bentinck+St,+Radha+Bazar,+Barabazar+Market,+Kolkata,+West+Bengal+700001/@22.5732199,88.3534165,3684a,13.1y/data=!4m2!3m1!1s0x3a0277af7e55037d:0x21acb6dd99a91690","2026-09-14T11:39:36.717Z"
"MR. SHEKHAR ROYCHOUDHURY MR. S.R CHOUDHURY","Kolkata","RAHIMABAD TEA ESTATE","partial","Roychowdhury Dr Sujoy","Roychowdhury Dr Sujoy, 106/1b, monohar pokor road, Kolkata, West Bengal 700029","Kolkata","700029","033 2454 4219",,22.5552714,88.3500652,4.2,,"Doctor","ChIJ33o0YBF3AjoRV5y62kEbBBA","https://www.google.com/maps/place/?q=place_id:ChIJ33o0YBF3AjoRV5y62kEbBBA","2026-09-14T11:39:40.303Z"
"ALIPURDUAR TEA COMPANY LTD","Kolkata","TURTURI TEA ESTATE","matched","Tea Garden Alipurduar","HG37+R94 Tea Garden Alipurduar, Bariguri, West Bengal 736123","Alipurduar","736123",,,26.5545242,89.5134463,4.1,,"Tea Manufacturer","ChIJTdI8dP5Q4jkRBmTP7M0qBL0","https://www.google.com/maps/place/?q=place_id:ChIJTdI8dP5Q4jkRBmTP7M0qBL0","2026-09-14T11:39:43.007Z"
"THE ETHELBARI TEA CO (1932)","Kolkata","ETHELBARI","matched","Ethel Bari Tea Co (1932) Ltd","Ethel Bari Tea Co (1932) Ltd, 24, R N Mukherjee Road, Lal Bazar, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 3110",,22.570074299999998,88.3510063,3.5,2,"Tea house","ChIJ9Sux1qV3AjoRZ7qLdeGfToA","https://maps.google.com/maps/preview/place/Ethel+Bari+Tea+Co+(1932)+Ltd,+24,+R+N+Mukherjee+Road,+Lal+Bazar,+Kolkata,+West+Bengal+700001/@22.5700743,88.3510063,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a5d6b12bf5:0x804e9fe1758bba67","2026-09-14T11:39:46.239Z"
"HULDIBARI INDUSTRIES &","Kolkata","HULDIBARI TEA GARDEN","matched","Huldibari Industries & Plantation Co Ltd","Huldibari Industries & Plantation Co Ltd, McLeod House, 3, Netaji Subhas Rd, Fairley Place, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 9168","http://huldibaritea.com/",22.5716908,88.3474533,,,"Tea Manufacturer","ChIJWbxPkKN3AjoRIZbt15hI63c","https://maps.google.com/maps/preview/place/Huldibari+Industries+%26+Plantation+Co+Ltd,+McLeod+House,+3,+Netaji+Subhas+Rd,+Fairley+Place,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5716908,88.3474533,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a3904fbc59:0x77eb4898d7ed9621","2026-09-14T11:39:49.724Z"
"MCLEOD RUSSEL INDIA LIMITED SHRI S. CHAKRABORTY","Kolkata","JAYBIRPARA TEA ESTATE","matched","Mcleod Russel India limited","Mcleod Russel India limited, Surendra Mohan Ghosh Sarani, 4, Mangoe Ln, Kolkata, West Bengal 700001","Kolkata","700001","099030 96991","http://www.mcleodrussel.com/",22.569381699999997,88.3511199,4.5,,"Tea Exporter","ChIJdcrz16V3AjoRV8_Qg8r4ZXw","https://maps.google.com/maps/preview/place/Mcleod+Russel+India+limited,+Surendra+Mohan+Ghosh+Sarani,+4,+Mangoe+Ln,+Kolkata,+West+Bengal+700001/@22.5693817,88.3511199,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a5d7f3ca75:0x7c65f8ca83d0cf57","2026-09-14T11:39:53.410Z"
"S.K. BACHAWAT","Kolkata","KALABARI TEA ESTATE","partial","S.K.Bhalotia & Co.","S.K.Bhalotia & Co., Unit-1A, 1st Floor, Imax Lohia Square 23, Gangadhar Babu Lane, Bepin Behari Ganguly St, opposite SBI, near Firangi Kali Mandir, Branch, Kolkata, West Bengal 700012","Kolkata","700012","033 4073 0113","http://www.skbnco.com/",22.5708238,88.3594275,5,,"Chartered accountant","ChIJkeVRbKx3AjoRhTluv53hjoU","https://www.google.com/maps/place/?q=place_id:ChIJkeVRbKx3AjoRhTluv53hjoU","2026-09-14T11:39:56.029Z"
"RUNGAMATI TEA INDUSTRIES LTD","Kolkata","LAKHIKANTA TEA ESTATE","matched","Rungamattee Tea & Ind Ltd","Rungamattee Tea & Ind Ltd, 90/31, Diamond Harbour Rd, Block 6, Sahapur, New Alipore, Kolkata, West Bengal 700038","Kolkata","700038","099033 64444","http://www.rungamattee.com/",22.5102878,88.32291959999999,4.1,,"Tea Manufacturer","ChIJq6qqaqpwAjoRH4DJ0197G8Q","https://www.google.com/maps/place/?q=place_id:ChIJq6qqaqpwAjoRH4DJ0197G8Q","2026-09-14T11:39:58.839Z"
"MKTEAPVT.LTD","Kolkata","NANGDALA","partial","Mahe Technologies Pvt Ltd - BPO Company | B2B & B2C Telemarketing Agency","Mahe Technologies Pvt Ltd - BPO Company | B2B & B2C Telemarketing Agency, 56, Ballygunge Gardens, Gariahat, Kolkata, West Bengal 700019","Kolkata","700019","090513 91761","https://mahetechnologies.in/",22.51689,88.366897,4,,"BPO Company","ChIJNxs0uPR2AjoRyknZVlwtH8I","https://www.google.com/maps/place/?q=place_id:ChIJNxs0uPR2AjoRyknZVlwtH8I","2026-09-14T11:40:01.880Z"
"PALASHBARI TEA CO LTD","Kolkata","PALASHBARI","matched","Palashbari Tea Company Limited","Palashbari Tea Company Limited, 14B, Camac St, Park Circus, Ballygunge, Kolkata, West Bengal 700017","Kolkata","700017",,,22.54213,88.352144,4,,"Tea Exporter","ChIJU5tOlxd3AjoR7XjLXkME1Zk","https://maps.google.com/maps/preview/place/Palashbari+Tea+Company+Limited,+14B,+Camac+St,+Park+Circus,+Ballygunge,+Kolkata,+West+Bengal+700017/@22.54213,88.352144,3685a,13.1y/data=!4m2!3m1!1s0x3a027717974e9b53:0x99d504435ecb78ed","2026-09-14T11:40:04.878Z"
"RAHIMPUR TEA CO LTD","Kolkata","RAHIMPUR TEA ESTATE","matched","Rahimpur Tea Company","Rm No. 5, 1st Floor, Rahimpur Tea Company, Karnani Estate, 209, AJC Bose Rd, Park Circus, Elgin, Kolkata, West Bengal 700017","Kolkata","700017",,"https://www.bansalteas.com/",22.5436808,88.3613455,,,"Tea Manufacturer","ChIJ33X1JLN3AjoRja1dREUHRUg","https://maps.google.com/maps/preview/place/Rm+No.+5,+1st+Floor,+Rahimpur+Tea+Company,+Karnani+Estate,+209,+AJC+Bose+Rd,+Park+Circus,+Elgin,+Kolkata,+West+Bengal+700017/@22.5436808,88.3613455,3685a,13.1y/data=!4m2!3m1!1s0x3a0277b324f575df:0x48450745445dad8d","2026-09-14T11:40:08.208Z"
"EXIMPO TEA LIMITED","Kolkata","TELEPARA TEA ESTATE","matched","Eximpo Tea Limited","Eximpo Tea Limited, 3b, Lal Bazar St, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 4645",,22.5729218,88.35057549999999,,,"Tea Manufacturer","ChIJe6yzIVN2AjoREFgACOlyKXc","https://maps.google.com/maps/preview/place/Eximpo+Tea+Limited,+3b,+Lal+Bazar+St,+Murgighata,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5729218,88.3505755,3684a,13.1y/data=!4m2!3m1!1s0x3a02765321b3ac7b:0x772972e908005810","2026-09-14T11:40:10.817Z"
"NUDDEA PLANTATIONS LTD.","Kolkata","TOTAPARA TEA ESTATE","partial","Manjushree Plantations Limited","7E, Manjushree Plantations Limited, Neelambar Building, 28B, Shakespeare Sarani, Elgin, Kolkata, West Bengal 700017","Kolkata","700017","033 2283 5660","https://manjushreeplantations.com/",22.5447757,88.3550762,4.1,7,"Corporate office","ChIJ0wPHmxl3AjoRvdf_8i-tZE8","https://www.google.com/maps/place/?q=place_id:ChIJ0wPHmxl3AjoRvdf_8i-tZE8","2026-09-14T11:40:14.381Z"
"SNOWVIEW TEA COMPANY PVT LTD","Kolkata","KUMAI TEA ESTATE","matched","Star Tea Company Private Limited","Star Tea Company Private Limited, 8/1, Lal Bazar St, Lal Bazar, Kolkata, West Bengal 700001","Kolkata","700001","033 2230 0559","http://www.startea.in/",22.5721265,88.3525406,4.6,64,"Tea store","ChIJzZZYoKV3AjoRkegB8bfPzpU","https://www.google.com/maps/place/?q=place_id:ChIJzZZYoKV3AjoRkegB8bfPzpU","2026-09-14T11:40:17.719Z"
"THE KUMLAI TEA & IND. LTD.","Kolkata","KUMLAI","matched","Kumlai Tea & Industries Ltd","Kumlai Tea & Industries Ltd, 1, Ganesh Chandra Ave, Mission Row Extension, Esplanade, Chowringhee North, Bow Barracks, Kolkata, West Bengal 700013","Kolkata","700013",,,22.5695847,88.35328,4,,"Manufacturer","ChIJiZsfrKh3AjoR4bI1_Fz12z8","https://maps.google.com/maps/preview/place/Kumlai+Tea+%26+Industries+Ltd,+1,+Ganesh+Chandra+Ave,+Mission+Row+Extension,+Esplanade,+Chowringhee+North,+Bow+Barracks,+Kolkata,+West+Bengal+700013/@22.5695847,88.35328,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a8ac1f9b89:0x3fdbf55cfc35b2e1","2026-09-14T11:40:20.067Z"
"C.K.KANORIA ESQR &","Kolkata","LOPCHU TEA ESTATE","partial","S.Kakrania & Co.","S.Kakrania & Co., 10, Old Post Office St, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 0725","http://kakrania.in/",22.5689113,88.3447442,4.1,,"Law firm","ChIJnWUpkqF3AjoRWglrtYOmcHM","https://www.google.com/maps/place/?q=place_id:ChIJnWUpkqF3AjoRWglrtYOmcHM","2026-09-14T11:40:23.415Z"
"MONOJ PODDAR","Kolkata","NAMRING","partial","Poddar Groups || Real Estate Promoter in Bansdroni, South Kolkata","Poddar Groups || Real Estate Promoter in Bansdroni, South Kolkata, P-109, Bansdroni Park, Ward Number 113, Kolkata, West Bengal 700070","Kolkata","700070","070038 84269","https://poddargroups.com/",22.469113099999998,88.3545898,3.9,34,"Real Estate Builders & Construction Company","ChIJ068gcvhwAjoRNmFlfD9E7m0","https://www.google.com/maps/place/?q=place_id:ChIJ068gcvhwAjoRNmFlfD9E7m0","2026-09-14T11:40:26.383Z"
"SHRI DEBABRATA MITRA","Kolkata","PESHOK TEA ESTATE","partial","Dr. DEBABRATA MITRA","Dr. DEBABRATA MITRA, North City Hospital, C/O, Bagmari Rd, Kankurgachi, Kolkata, West Bengal 700054","Kolkata","700054",,,22.589571499999998,88.3940617,5,1,"Diabetologist","ChIJNeOn54p3AjoRbYaNuv2dcPI","https://maps.google.com/maps/preview/place/Dr.+DEBABRATA+MITRA,+North+City+Hospital,+C%2FO,+Bagmari+Rd,+Kankurgachi,+Kolkata,+West+Bengal+700054/@22.5895715,88.3940617,3684a,13.1y/data=!4m2!3m1!1s0x3a02778ae7a7e335:0xf2709dfdba8d866d","2026-09-14T11:40:29.455Z"
