Serial,Garden Name,Reg No,Region,District,Subdivision,Company Status,Grant Area (Ha),Tea Area (Ha),Association,Garden Address,Garden Phone,Garden Email,Owner / Company,Owner HQ Address,Owner Phone,Owner Fax,Owner Email,CEO / Principal,CEO Address,CEO Phone,CEO Email,HQ City
225,"BHASANI TEA ESTATE","3673","Terai","JALPAIGURI","RAJGANJ","Partnership",40.48,40,"ITPA","P.O-RAJGANJ, DIST-JALPAIGURI, W.B",,,"SANJIT PAUL","63, NAZRUL SARANI, HAKIMPARA,, SILIGURI","9832064039","0353-2521285","","SANJIT PAUL","63, NAZRUL SARANI, HAKIMPARA,, SILIGURI","9832064039","","Siliguri"
226,"GADRA TEA ESTATE","2799","Terai","JALPAIGURI","RAJGANJ","Public Ltd Co",27.5,22.72,"ITPA","P.O-GADRA, DIST-JALPAIGURI, W.B",,,"BINDO BEHARI TEA INDUSTRIES PVT LTD","S.F.ROAD, SILIGURI(ANANDALOK, CAMPUS)","9434006928","","","DR. SUSANTA KR. ROY","S.F.ROAD, SILIGURI(ANANDALOK, CAMPUS)","9434006928","","Siliguri"
227,"HARINAGAR TEA ESTATE","4144","Terai","JALPAIGURI","RAJGANJ","Public Ltd Co",27.11,18,"None","P.O-GARALBARI, DIST-JALPAIGURI,, W.B",,,"RUCHI AGRO PRODUCTS PVT LTD SANDIP AGARWAL","33, M.G. ROAD, SILIGURI BAZAR, 33, M.G, DIST-DARJEELING                DIST-DA","98008-47576","0353-2501808","slsandip@yahoo.com",". ROAD, SILIGURI BAZAR,","RJEELING, 008-47576, 53-2501808, :slsandip@yahoo.com","","slsandip@yahoo.com","Siliguri"
228,"HIRALAL TEA GARDEN","2675","Terai","JALPAIGURI","RAJGANJ","Proprietorship",90.86,84.42,"TRA","VILL: CHEKARMARI P.O: GADRA DIST:, JALPAIGURI",,,"NARAYAN CHANDRA DUTTA","311, BIDHAN ROAD SILIGURI","0353 2432937","","","NARAYAN CHANDRA DUTTA","311, BIDHAN ROAD SILIGURI","0353 2432937","","Siliguri"
229,"JAGAT BANDHU TEA ESTATE","3777","Terai","JALPAIGURI","RAJGANJ","Public Ltd Co",42.51,42.51,"ITPA","P.O-CHAULHATI, DIST-JALPAIGURI,, W.B",,,"DILIP KR. GHOSH","P-162 CIT ROAD, SCHEME-VII(M),, KOL-54","9830204984","","","DILIP KR. GHOSH","P-162 CIT ROAD, SCHEME-VII(M),, KOL-54","9830204984","","Kolkata"
230,"JANAKI GOSAI TEA ESTATE","3801","Terai","JALPAIGURI","RAJGANJ","Public Ltd Co",22.9,20.473,"ITPA","KATHALDUNGI, P.O-CHAULHATI, DIST, -JALPAIGURI, W.B",,,"JANAKI GOSAI TEA ESTATE PVT LTD","SEBAGRAM, P.O-DEBNAGAR,, JALPAIGURI, W.B","9434041342","03561-276882","julie_jayanta@yahoo.co.in","JAYANTA BANIK","SEBAGRAM, P.O-DEBNAGAR,, JALPAIGURI, W.B","9434041342","julie_jayanta@yahoo.co.in","Jalpaiguri"
231,"RUNGGOTI TEA GARDEN","3994","Terai","JALPAIGURI","RAJGANJ","Public Ltd Co",44.53,44.53,"ITPA","SCHOOL PARA, FATAPUKUR, COLONY, P.O-FATAPUKUR, DIST-, JALPAIGURI",,,"NPS COLD STORAGE PVT LTD","8, RAJA RAMMOHAN ROY ROAD,, KAKIMPARA, SILIGURI-734001,, DARJEELING, W.B","98320-63100","0353-2436673","","NANI GOPAL PAUL","8, RAJA RAMMOHAN ROY ROAD,, KAKIMPARA, SILIGURI-734001,, DARJEELING, W.B","98320-63100","","Siliguri"
232,"SHAAKTIMANN TEA ESTATE","3086","Terai","JALPAIGURI","RAJGANJ","Public Ltd Co",95.92,94.01,"ITPA","P.O. SAPTIBARI DIST. JALAPIGURI, (WEST BENGAL)",,,"GOLDEN LEAF TEA PLANTATIONS ASHOK KUMAR AGAEWAL","PRIVATE LIMITED                   M/S, MITRUKA HOUSE, NEHRU ROAD PLANTATIONS, SILIGURI-734005                   MIT, E-M","03532501409","03532501409","goldenleaf@rediffmail.com","GOLDEN LEAF TEA","PRIVATE LIMITED,, RUKA HOUSE, NEHRU ROAD, IGURI-734005, :03532501409, :03532501409, ail :goldenleaf@rediffmail.com","","goldenleaf@rediffmail.com","Siliguri"
233,"SHIKARPUR TEA ESTATE","1615","Terai","JALPAIGURI","RAJGANJ","Public Ltd Co",555.37,491.35,"ITA","P.O-SHIKARPUR, DIST-JALPAIGURI,, W.B",,,"SHIKARPUR & BHANDAPUR TEA","ESTATES PVT LTD, SEVOKE ROAD, SILIGURI","9434048605","9932926320","goyal_rahul1@hotmail.com","NARENDRA BERLIA","SEVOKE ROAD, SILIGURI","9434048605","goyal_rahul1@hotmail.com","Siliguri"
234,"SHYAMAL BAG TEA ESTATE","3979","Terai","JALPAIGURI","RAJGANJ","Public Ltd Co",31.49,28.12,"ITPA","P.O-AMGURI, DIST-JALPAIGURI, W.B",,,"HARISHPUR TEA CO. PVT. LTD.","18/1, GARIAHAT ROAD, KOL-19","09435030713","033-24602870","","SAIBAL GANGULY","18/1, GARIAHAT ROAD, KOL-19","09435030713","","Kolkata"
235,"BILATIBARI TEA ESTATE","3693","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",48.65,45.45,"ITA","VILL. SOLODHI, PS CHOPRA,, UTTARDINAJPUR",,,"BILATIBARI TEA COMPANY PVT. LTD","N.S.ROAD ISLAMPUR, 733202,UTTARDINAJPUR","03526255224","9434512084","bilatibariteaco@gmail.com","BILATIBARI TEA COMPANY PVT.","LTD, N.S.ROAD ISLAMPUR, 733202,UTTARDINAJPUR","03526255224","bilatibariteaco@gmail.com","Islampur"
236,"CHANDAN TEA ESTATE","2877","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",323.4,257.16,"TRA","DASPPARA,P.O., GANDAGACH,DIST.UTTAR, DINAJPUR,WEST BENGAL",,,"CHANDAN TEA INDUSTRIES PVT.","LTD., 4C .R AVENUE,HINDUSTHAN, BUILDING, KOLKATA-72","03322126753","","","MR. RAJ BANSAL","4C .R AVENUE,HINDUSTHAN, BUILDING, KOLKATA-72","09831000353","","Kolkata"
237,"DEBIJHORA","200","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",450.43,305.38,"ITPA","PO DEBIJHORA, DT UTTAR, DINAJPUR, WEST BENGAL",,,"DEBIJHORA TEA CO. LTD.","SPENCER PLAZA(2ND FLOOR),, BURDAWAN, ROAD,SILIGURI,WEST BENGAL, 734005 WEST BENGAL","0353-2500744/2500745","0353-2500744","ajaigargslg@yahoo.co.in","A. K. CHATTEERJEE","SPENCER PLAZA(2ND FLOOR),, BURDAWAN, ROAD,SILIGURI,WEST BENGAL, 734005 WEST BENGAL","0353-2500744/2500745","ajaigargslg@yahoo.co.in","Siliguri"
238,"GOALGACH TEA ESTATE","","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",0,473.66,"","P.O-ASHARUBASTI DIST- UTTAR, DINAJPUR WEST BENGAL",,,"473.66","C","","","","0","DUNCANS HOUSE 31 NETAJI             DUNCANS HOUSE 31 NETAJI, SUBASH ROAD, KOLKATA-700001         SUBASH ROAD, KOLKATA-700001","9333057749","","Kolkata"
239,"GOPE TEA ESTATE","2857","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",49.22,46.22,"TRA","P.O. ASARUBASTI P.S., CHOPRAA,DIST:UTTAR DINAJPUR, (W.B.)",,,"GOPE TEA PLANTATION PVT. LTD. MR. DIPAK GOPE","VIDYA SAGAR PALLY,P.O.          VI, SILIGURI BAZAR,DIST:            SI, DARJEELING PIN,734005           DA","0353-2536244","","adv.dipakgope@yahoo.com","DYA SAGAR PALLY,P.O.","LIGURI BAZAR,DIST:, RJEELING PIN,734005, l :0943404704, x :, Mail :adv.dipakgope@yahoo.com","","adv.dipakgope@yahoo.com","Siliguri"
240,"GUPTA TEA ESTATE","4181","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",35,34,"ITA","VILL & POST SONPURHAT, DIST-, UTTAR DINAJPUR",,,"GUPTA TEA ESTATE","VILL & POST SONPURHAT, DIST-, UTTAR DINAJPUR","9932406732","","badamitea@rediffmail.com","MR. KRISHNA KR GUPTA","VILL & POST SONPURHAT, DIST-, UTTAR DINAJPUR","9932406732","badamitea@rediffmail.com","Other / Unspecified"
241,"ICHHAMOTI","3978","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",141.39,134.9,"TRA","P.O. DASPARA,P.S., CHAPRA,DIST.UTTARDINAJPUR",,,"PURBASHA PLANTATIONS & TEA","IND (P)LTD, 262,BIDHAN ROAD,SILIGURI","0353-2520450","","","MRS. DEBOMITRA DEY SARKAR","262,BIDHAN ROAD,SILIGURI, E-, Mail :debomitra.deysarkar@gmail.co, m","9434061252","debomitra.deysarkar@gmail.co","Siliguri"
242,"JOTINDRA MOHAN","","Terai","UTTAR DINAJPUR","CHOPRA","Unknown",3729,51.45,"TRA","VILL NANDKISHOREGA.PO, DEBIJHORAD,IST- UTTAR DINAJPUR",,,"JOTINDRA MOHON TEA","CO.PVT.LTD., 100, ATUL PRASAD SARANI, P.O., RABINDRA SARANI, DIST., DARJEELING","9434234255","","adv.dipakgope@yahoo.com","PROKASH DAS","100, ATUL PRASAD SARANI, P.O., RABINDRA SARANI, DIST., DARJEELING","9434234255 /9434234255","adv.dipakgope@yahoo.com","Darjeeling"
243,"KUSUM TEA ESTATE","2707 NC","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",216.31,204.01,"ITA","PO. MOLANI,VIA RAMGANJ,UTTAR, DINAJPUR",,,"NORTH BENGAL TEA PLANTATION JAGDISH PRASAD AGARWAL","COMPANY                     NEHRU ROAD, S, NEHRU ROAD, SILIGURI        Tel :03532502","03532502","03532501","kusum.slg@gmail.com","ILIGURI","010, 409, .slg@gmail.com","",".slg@gmail.com","Siliguri"
244,"LAKHIPUR (DUNCANS)","","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",150,126.79,"TRA","POST LAKHIPUR,DIST UTTAR, DINAJPUR,WEST BENGAL",,,"DUNCANS INDUSTRIES LIMITED","31 NS ROAD,KOLKATA-01","03332219158","22486021","","MR M GURBAXANI","31 NS ROAD,KOLKATA-01, tea.com","9831031790","","Kolkata"
245,"MAHAMAYA TEA ESTATE","4152","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",64.016,53.28,"TRA","VILL:PANDITPOTA-II,P.O. DULALIVITA,, DIST; UTTAR DINAJPUR(W.B.)",,,"MAHAMAYA AGRO INDUSTRIES PVT. LTD.","ISLAMPUR,DIST: UTTAR, DINAJPUR(W.B.)","03526257268","","das.sqapan65@yahoo.com","MR. SWAPAN DAS","ISLAMPUR,DIST: UTTAR, DINAJPUR(W.B.)","09434044624","das.sqapan65@yahoo.com","Islampur"
246,"MATRI","2879","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",142,128.96,"","VILL-LACHHUGACHH,PO-, CHANDANIDANGA,PS-CHOPRA,DIST-, UTTAR DINAJPUR",,,"M C NANDI","SAROJINI, VILLA,RAMKRISHNAPALLY,ISLAM, PUR,DIST-UTTAR DINAJPUR","03526-255152","0353-2534493","nanditeaslg@bsnl.in","NIL","NA","","","Islampur"
247,"MAYA TEA ESTATE","4236","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",59.05,59.05,"ITPA","P.O. CHOPRA,DIST UTTAR DINAJPUR",,,"SEAL & CO (P) LTD.","P.O. CHOPRA,DIST UTTAR, DINAJPUR","03532435425","","slg-sealtea@sanchernet.in","PRABIR SEAL","P.O. CHOPRA,DIST UTTAR, DINAJPUR","9832066834","slg-sealtea@sanchernet.in","Siliguri"
248,"PARAGON TEA ESTATE","4172","Terai","UTTAR DINAJPUR","CHOPRA","Proprietorship",40.81,38.4,"","NANDOI, P.O:BURI JAGIR, ISLAMPUR, DIST.NORTH DINAJPUR, WEST BENGAL.",,,".81","","","","","38.40","PARAGON TEA ESTATE, NANDOI           PARAGON TEA ESTATE, NANDOI, P.O:BURI JAGIR                       P.O:BURI JAGIR, VIA: ISLAMPUR                        VIA: ISLAMPUR, DIST.NORTH DINAJPUR                  DIST.NORTH DINAJPUR, WEST BENGAL.                         WEST BENGAL.","9474736741","","Islampur"
249,"PATAGORA TEA GARDEN (DUNCANS","","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",584.79,295.85,"","PROJECT)*, P.O:KHUNTI, DIST:NORTH DINAJPUR, WEST BENGAL",,,"DUNCANS INDUSTRIES LIMITED","31,N.C.ROAD, KOLKATA-700001","033-22300962","033-22486021","","DUNCANS INDUSTRIES LIMITED","31,N.C.ROAD, KOLKATA-700001","033-22300962","","Kolkata"
250,"PUSPA TEA ESTATE PVT. LTD.,","2859","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",59.07,54.07,"ITPA","VILL & POST DASPARA, P.S. CHOPRA,, UTTAR DINAJPUR",,,"PUSPA TEA ESTATE PVT. LTD","KARANDIGHI, UTTARDINAJPUR, E-, Mail :sondeepteapvt.ltd50@yahoo.in","9932392624","","sondeepteapvt.ltd50@yahoo.in","PUSPA TEA ESTATE PVT. LTD","KARANDIGHI, UTTARDINAJPUR, E-, Mail :sondeepteapvt.ltd50@yahoo.in","9932392624","sondeepteapvt.ltd50@yahoo.in","Other / Unspecified"
251,"RAHAMAN AGRO PLANTATION PVT.","2141","Terai","UTTAR DINAJPUR","CHOPRA","Proprietorship",88.06,83,"ITA","LTD.*, VILL MOLANI, POST-CHANDANI, DANGA, PS-CHOPRA, UTTARDINAJPUR",,,"RAHAMAN AGRO PLANTATION","PVT. LTD.,, SOUTH END PARK, BLOCK-B,, MEGHANATH SAHA SARANI, PS, PRADHAN NAGAR, SILIGURI","9851845627","","jajahangiralam62@gmial.com","MR. JAHANGIR ALAM","SOUTH END PARK, BLOCK-B,, MEGHANATH SAHA SARANI, PS, PRADHAN NAGAR, SILIGURI","9851845627","jajahangiralam62@gmail.com","Siliguri"
252,"RAMABOTY TEA ESTATE","2722","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",239.65,233.05,"TRA","P.O: DEBIJHORA DIST : UTTAR, DINAJPUR",,,"A.C PAUL AGRICULTURAL CO. PVT. LTD","ARJUN BHAWAN 90 HILL CART, ROAD SILIGURI, slg@yahoo.co.in","2431675","2434053","slg@yahoo.co.in","SUNIL KRISHNA PAUL","ARJUN BHAWAN 90 HILL CART, ROAD SILIGURI, slg@yahoo.co.in","2431675","slg@yahoo.co.in","Siliguri"
253,"RIDHI SIDHI TEA ESTATE","4180","Terai","UTTAR DINAJPUR","CHOPRA","Partnership",69.68,60.68,"ITA","CHOPRA, ISLAMPUR, UTTAR, DINAJPUR",,,"KAMAL MITRUKA","35 MG ROAD, KHALPARA,, SILIGURI,DIST. DARJEELING, E-, Mail :lionkamalmitruka@yahoo.com","9933158269","","lionkamalmitruka@yahoo.com","KAMAL MITRUKA","35 MG ROAD, KHALPARA,, SILIGURI,DIST. DARJEELING, E-, Mail :lionkamalmitruka@yahoo.com","9933158269","lionkamalmitruka@yahoo.com","Siliguri"
254,"T.N.CHOWDHURY TEA ESTATE","3153","Terai","UTTAR DINAJPUR","CHOPRA","Public Ltd Co",171.37,161.81,"TRA","P.O. ISLAMPUR,DIST. UTTAR, DINAJPUR(W.B.)",,,"T.N.CHOWDHURY TEA ESTATE PVT. LTD.","P.O. ISLAMPUR,NEAR SBI, BUILDING, DIST. UTTAR, DINAJPUR(W.B.)","03526255034","03526257034","tnchowdhury34@gmail.com","MR. DIPANKAR CHOWDHURY","P.O. ISLAMPUR,NEAR SBI, BUILDING, DIST. UTTAR, DINAJPUR(W.B.)","09434055035","tnchowdhury34@gmail.com","Islampur"
255,"BIRPARA TE","B 15","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",1529.4,1004.38,"TRA","PO- BIRPARA,DIST-JALPAIGURI,WB",,,"DUNCANS INDUSTRIES LIMITED","31, NS ROAD, KOLKATA-700001","033 2230 0962","033 22486021","","M. GURBAXANI","31. NS ROAD, KOLKATA-700001","033 2230 0962","","Kolkata"
256,"BUNDAPANI TEA GARDEN","2381","Dooars","JALPAIGURI","MADARIHAT","Proprietorship",1269.12,529.56,"ITPA","BUNDAPANI TEA GARDEN PO, BUNDABARI, JALPAIGURI",,,"ALIPURDUAR ENTERPRISES LTD","MAUGAL JYOTI BUILDING, GANESH RAM COMPOUND HC, ROAD SILIGURI","9434049103","03532-522453","spaa-ltd@rediffmail.com","RAKESH SRIVASTAVA","MAUGAL JYOTI BUILDING, GANESH RAM COMPOUND HC, ROAD SILIGURI","9434049103","spaa-ltd@rediffmail.com","Siliguri"
257,"DAHUK VALLEY TEA ESTATE","4169","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",174.802,174.802,"ITPA","P.O-GADRA, DIST-JALPAIGURI, W.B",,,"USHA TEA CO PVT LTD","79, KUNDU BHAWAN, BIDHAN, ROAD, SILIGURI-734001, E-, Mail :sanjaykundu1970@yahoo.com","94340-21763","0353-6121395","sanjaykundu1970@yahoo.com","SUNIL KUMAR KUNDU","79, KUNDU BHAWAN, BIDHAN, ROAD, SILIGURI-734001, E-, Mail :sanjaykundu1970@yahoo.com","94340-21763","sanjaykundu1970@yahoo.com","Siliguri"
258,"DALGAON TEA ESTATE","2622","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",1069.04,656.02,"TRA","P.O. BIRPARA DIST. JALPAIGURI, WEST BENGAL",,,"RNT PLANTATIONS LIMITED","M/S RNT PLANTATION LIMITED, 1&2 OLD COURT HOUSE CORNER, KOLKATA 700001","03322308831/32","03322308835","lukwah@vsnl.net","K.K. KHEMKA","M/S RNT PLANTATION LIMITED, 1&2 OLD COURT HOUSE CORNER, KOLKATA 700001","03322308831/32","lukwah@vsnl.net","Kolkata"
259,"DEMDIMA","2430","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",1072.71,683.58,"ITA","PO-DEMDIMA, DIST-JALPAIGURI, WB",,,"SANTIPARA TEA CO. LTD.","DUNCAN HOUSE,31,NS ROAD,, KOLKATA-1","033 2219158","03300246021","","M GURBAXANI","DUNCAN HOUSE,31, NS ROAD,, KOLKATA-1","033-2219158","","Kolkata"
260,"DUMCHIPARA TEA ESTATE","B-17","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",1040.79,695.79,"TRA","P.O. RAMJHORA DIST JALPAIGURI, (WB)",,,"DUNCANS INDUSTRIES LIMITED","31 N.S. ROAD DUNCANS HOUSE, KOLKATA","03332219158","03322468021","","AK GOEL","31 N.S. ROAD DUNCANS HOUSE, KOLKATA","03332219158","","Kolkata"
261,"GARGANDA TAE ESTATE","B-2631","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",764.48,528.36,"ITA","P.O. RAMJHORA,DIST- JALPAIGURI",,,"DUNCANS INDUSTRIES LIMITED","31,N.S. ROAD ,KOLKATA-1","00000000","","","MR. M.GURBAXANI","31,N.S. ROAD ,KOLKATA-1","00000000","","Kolkata"
262,"GOPIMOHAN TEA ESTATE","825","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",74.04,43.33,"ITPA","P.O-JAIGAON, DIST-JALPAIGURI, W.B",,,"JAHURI DURGA TEA CO (P) LTD","P.O-JAIGAON, DIST-JALPAIGURI,, W.B","94343-40753","03566-263160","","SOHANLAL MUKHERJEE","P.O-JAIGAON, DIST-JALPAIGURI,, W.B","94343-40753","","Jalpaiguri"
263,"HANTAPARA TEA ESTATE","B-16","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",1230.09,655,"TRA","P.O. MADARIATHAT DIST., JALPAIGURI,WEST BENGAL",,,"DUNCANS INDUSTRIES LIMITED","31, NETAJI SUBHAS ROAD, DUNCANS HOUSE KOLKATA-, 700001","03322300962/22302185","03322486021","","DUNCANS INDUSTRIES LIMITED","31, NETAJI SUBHAS ROAD, DUNCANS HOUSE KOLKATA-, 700001","03322300962/22302185","","Kolkata"
264,"MAKRAPARA TEA ESTATE","426","Dooars","JALPAIGURI","MADARIHAT","Proprietorship",601.75,177.03,"ITPA","P.O. BIRPARA,DIST- JALPAIGURI",,,"ANOOP TEA CO (PVT) LTD","GILLENDER HOUSE 8NS ROAD, 2ND FLOOR B-2/2 KOL 1","9831195497","","","AMAR AGARWAL","GILLENDER HOUSE 8NS ROAD, 2ND FLOOR B-2/2 KOL 1","9831195497","","Kolkata"
265,"MOHUA","3090","Dooars","JALPAIGURI","MADARIHAT","Public Sector",98.37,65.5,"TRA","PO-DALSINGPARA, DIST-, JALPAIGURI,WB",,,"WEST BENGAL TEA","DEVELOPMENT CORPORATION, LTD., 12 B LS ROAD,KOLKATA-71","033-2282-1284","033-2282-4935","webtea@vsnl.net","SMT. M.GUHAROY","TGSAWEJA4739","033-2282-1284","","Kolkata"
266,"MUJNAI TEA ESTATE","425","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",600.2,400.2,"ITA","P.O-MADHARIHAT, DIST-JALPAIGURI,, W.B, E-, Mail :kamalsingh241262@rediffmail.com",,,"ANJUMAN TEA CO LTD","8, KHAIRU PLACE, 4TH FLOOR, ROOM NO-2, KOL-72","76025-38502","76025-38502","barunsaha_slg@yahoo.com","RUPENDRA SINGH RANAWAT","8, KHAIRU PLACE, 4TH FLOOR, ROOM NO-2, KOL-72","9434745235","barunsaha_slg@yahoo.com","Kolkata"
267,"RAMJHORA TEA ESTATE","59","Dooars","JALPAIGURI","MADARIHAT","Proprietorship",604.46,452.75,"None","P.O. RAMJHORA DIST. JALPAIGURI, (WB)",,,"HIND TEA COMPANY LIMITED","233, 2ND MILE SEVOKE ROAD, SILIGURI","03532544704","03532545273","sevokemotors@vsnl.net","NARENDRA BERLIA","M/S HIND TEA CO. LTD., 233, 2ND, MILE SEVOKE ROAD SILIGURI","03532544704","sevokemotors@vsnl.net","Siliguri"
268,"SATALI TEA ESTATE","P-8","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",1096.45,903.57,"TRA","P.O. HASHIMARA DIST. JALPAIGURI, (WB)",,,"DEVI BAGARIA","587, NS BOSE ROAD KOLKATA","03322487385","03322481622","hashimara_tg@yahoo.com","DEVI BAGARIA","587, NS BOSE ROAD KOLKATA","03322487385","hashimara_tg@yahoo.com","Kolkata"
269,"SINGHANIA TEA ESTATE","17","Dooars","JALPAIGURI","MADARIHAT","Proprietorship",348.03,201.72,"ITPA","P.O. BIRPARA,DIST JALPAIGURI",,,"SINGHANIA TEA COMPANY","PRIVATE LTD, 24.R.N.MUKHERJEE, ROAD,KOLKATA-700001","03322481312","","singhaniatea@yahoo.com","SHRI S.K.SUTODIYA","24.R.N.MUKHERJEE, ROAD,KOLKATA-700001","03322481312","singhaniatea@yahoo.com","Kolkata"
270,"SUBHASINI TEA ESTATE","150","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",526.18,371.84,"ITPA","P.O-HASIMARA, DIST-JALPAIGURI,, W.B",,,"SUBHOJIT GHOSH","GOVT. PLACE ESAT, KOLKATA-69","033-22487629","033-22486682","btcl@cal2.vsnl.net.in","RABI SANKAR CHATTERJEE","GOVT. PLACE ESAT, KOLKATA-69","033-22487629","btcl@cal2.vsnl.net.in","Kolkata"
271,"TOORSA","65","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",691,482,"TRA","PO-DALSINGPARA,DIST -JALPAIGURI,, WB",,,"SS GUPTA","TOORSA TEA COMPANY PVT., LTD.,4, INDIA EXCHANGE PLACE,, 2ND FLOOR, KOLKATA-27","9903031555","","Toorsatea@gmail.com","VASISHT PACHICIA","PO-DALSINGPARA,DIST -, JALPAIGURI, WB","9903031555","Toorsatea@gmail.com","Kolkata"
272,"TULSIPARA TEA ESTATE","2632","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",758.38,477.51,"TRA","P.O. RAMJHORA DIST. JALPAIGURI, (WB)",,,"DUNCANS INDUSTRIES LIMITED","DUNCANS HOUSE 31, N.S. ROAD, KOLKATA-1, tea.com","03322302185","03322486021","","M.GURBAXANI","DUNCANS INDUSTRIES LTD., DUNCANS HOUSE 31, N.S. ROAD, KOLKATA-1, tea.com","03322302185","","Kolkata"
273,"DALMORE TEA ESTATE","C-67","Dooars","JALPAIGURI","FALAKATA","Proprietorship",1195.11,552.92,"None","P.O. BIRPARA DIST JALPAIGURI, (WEST BENGAL)",,,"H.C. JAIN","M/S OCTAVIUS TEA & INDIA PVT., LTD. 13TH JAWAHARLAL NEHRU, ROAD C/BLOCK 2ND FLOOR, KOLKATA-17","9331289101","","susil@octaviustea.com","SUSHIL JAIN","M/S OCTAVIUS TEA & INDIA PVT., LTD. 13TH JAWAHARLAL NEHRU, ROAD C/BLOCK 2ND FLOOR, KOLKATA-17","9331289101","susil@octaviustea.com","Kolkata"
274,"DALSINGPARA","C-66","Dooars","JALPAIGURI","FALAKATA","Proprietorship",1504.16,809.72,"","PO-DALSINGPARA,DIST-, JALPAIGURI,WB",,,"LAXMIKANT GAUR","MALNADY TE( P) LTD.,GOPAL, BHAWAN,2ND FLOOR,CHURCH, ROAD,SILIGURI BHAWAN,2ND, FLOOR,CHURCH ROAD,","","","","LAXMIKANT GAUR","MALNADY TE( P) LTD.,GOPAL, BHAWAN,2ND FLOOR,CHURCH, ROAD,SILIGURI BHAWAN,2ND, FLOOR,CHURCH ROAD,","","","Siliguri"
275,"KADAMBINI TEA ESTATE","149","Dooars","JALPAIGURI","FALAKATA","Public Ltd Co",910.09,399.73,"ITA","P.O-FALAKATA, DIST-JALPAIGURI,, W.B",,,"HIMALAYAN TEA & AGRO PVT LTD NARENDRA BERLIA","240B, AJC BOSE RAOD, 3RD          2, FLOOR, KOLKATA-20, W.B            F, E-                                E, Mail :arbindchoudhury26@gmail.com M","9434048605","0353-2545273","arbindchoudhury26@gmail.com","40B, AJC BOSE RAOD, 3RD","LOOR, KOLKATA-20, W.B, el :9434048605, ax :0353-2545367, -, ail :arbindchoudhury26@gmail.com","","arbindchoudhury26@gmail.com","Kolkata"
276,"SARUGAON TEAESTATE","2318","Dooars","JALPAIGURI","FALAKATA","Public Ltd Co",629.27,227.94,"TAI","PO-BIRPARA,DIST-JALPAIGURI,WB",,,"ETEHLBARI TEA COMPANY 1932","LTD., P-36, INDIA EXCHANGE PLACE, 5TH FLOOR, KOLKATA-700 001","03563 204738","03563 204738","p-hemang@hotmail.com","NIL","NIL","","","Kolkata"
277,"TASATI TEA ESTATE","2636","Dooars","JALPAIGURI","FALAKATA","Proprietorship",600.51,450.67,"TRA","P.O. BIRPARA DIST. JALPAIGURI (WB)",,,"A.K. CHAMARIA","M/S TASATI TEA LTD. 7,, SWALLOW LANE KOLKATA-1","033223091749","03322309733","ashokchamaria@hotmail.com","ASHOK CHAMARIA","M/S TASATI TEA LTD. 7,, SWALLOW LANE KOLKATA-1","033223091749","ashokchamaria@hotmail.com","Kolkata"
278,"DHOWLAJHORA TEA ESTATE","39","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",608.92,446.73,"ITA","DHOWLAJHORA, KOHINOOR,, JALPAIGURI",,,"THE BENGAL DFOOARS","NATIONAL TEA CO. LTD., TEMPLE STREET, JALPAIGURI","03561230106","03532541614","deepakberlia@yahoo.com","DEEPAK BERLIA","21/2 MILE SEVOKE ROAD,, SILIGURI","9434045112","deepakberlia@yahoo.com","Siliguri"
